接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1120002404,リヤンドファミユ,リヤンドファミユ,1120002404,確定,繁殖登録番号,A_v9.3直接完成,父,15,0,0,15,15,サンデーサイレンス,地,デイクタス,極,ノーザンテースト,地,メジロテイターン,地,リマンド,バ,ヒンドスタン,極,Northern Dancer,地,Victoria Park,極,Hyperion,地,地-極-地 | 地-バ-極 | 地-極-地,
ID:1140001332,Akarad,Akarad,1140001332,確定,繁殖登録番号,W_v9.24高影響祖先反映で完成,母母父,0,0,14,14,,Busted,極,Pharis,極,Djebel,極,Arbar,極,Umidwar,極,Teddy,バ,Sicambre,極,Hyperion,地,Schiavoni,極,極・極・極｜極・極・バ｜極・地・極,
ID:1140006768,Australia,Australia,1140006768,確定,繁殖登録番号,A_v9.3直接完成,父・母父,5,9,0,14,14,Sadler's Wells,地,Miswaki,極,Lombard,地,Green Desert,地,Ahonoora,バ,Balidar,地,Tudor Melody,バ,Court Martial,極,Borealis,地,地-極-地 | 地-バ-地 | バ-極-地,
ID:1140006582,Bodemeister,Bodemeister,1140006582,確定,繁殖登録番号,A_v9.3直接完成,父・母父,1,13,0,14,14,Unbridled,極,El Gran Senor,地,In Reality,極,Storm Bird,地,Secretariat,極,Crimson Satan,極,Seattle Slew,極,Secretariat,極,Buckpasser,極,極-地-極 | 地-極-極 | 極-極-極,
ID:1140004397,Daylami,Daylami,1140004397,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,4,10,14,14,Mill Reef,バ,Kashmir,地,Prince Taj,極,Mr. Prospector,極,Buckpasser,極,Princequillo,極,Caro,極,Sicambre,極,Blue Peter,極,バ・地・極｜極・極・極｜極・極・極,
ID:1140006019,Grape Tree Road,Grape Tree Road,1140006019,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,13,14,14,Nijinsky,バ,Round Table,極,Hail to Reason,極,Sir Gaylord,極,Occupy,極,Challenger,極,Crepello,極,Vimy,極,Court Martial,極,バ・極・極｜極・極・極｜極・極・極,
ID:1140004038,Great Commotion,Great Commotion,1140004038,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,14,14,14,Northern Dancer,地,Forli,地,Nantallah,極,Klairon,極,The Phoenix,極,Big Game,極,Aureole,極,Turkhan,極,Manna,極,地・地・極｜極・極・極｜極・極・極,
ID:1140004436,In Excess,In Excess,1140004436,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,3,11,14,,Caro,極,Warfare,地,Hafiz,極,Sing Sing,地,Hard Sauce,極,Lighthouse,極,Gold Bridge,極,Fairway,極,Bachelor's Double,バ,極・地・極｜地・極・極｜極・極・バ,
ID:1140005118,Inchinor,Inchinor,1140005118,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,13,14,14,Lorenzaccio,極,Martial,極,Whistler,極,Northern Dancer,地,Poker,極,Jet Action,極,Tudor Melody,バ,Court Martial,極,Borealis,地,極・極・極｜地・極・極｜バ・極・地,
ID:1140004066,Judge T C,Judge T C,1140004066,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,2,12,14,14,In Reality,極,Best Turn,バ,Determine,地,Bold Ruler,極,Princequillo,極,Caruso,バ,Hail to Reason,極,Djeddah,極,Bimelech,極,極・バ・地｜極・極・バ｜極・極・極,
ID:1140006702,Lizard Island,Lizard Island,1140006702,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,12,2,14,14,Danehill,地,Sharpen Up,地,Caro,極,Bold Bidder,極,Promised Land,極,To Market,極,Northern Dancer,地,Bull Page,極,Menow,極,地-地-極 | 極-極-極 | 地-極-極,
ID:1140007127,Mendelssohn,Mendelssohn,1140007127,確定,繁殖登録番号,A_v9.3直接完成,父,14,0,0,14,14,Johannesburg,地,Mr. Prospector,極,Nijinsky,バ,Clever Trick,地,His Majesty,地,Nijinsky,バ,Hail to Reason,極,Tom Fool,極,Prince Bio,極,地-極-バ | 地-地-バ | 極-極-極,
ID:1140006300,Miller's Mate,Miller's Mate,1140006300,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,14,14,14,Never Bend,極,Princequillo,極,Count Fleet,極,Vienna,極,Nearco,極,Big Game,極,Gun Shot,地,War Admiral,極,Bull Lea,極,極・極・極｜極・極・極｜地・極・極,
ID:1140006798,Twirling Candy,Twirling Candy,1140006798,確定,繁殖登録番号,A_v9.3直接完成,父・母父,6,8,0,14,14,Ride the Rails,極,Candy Stripes,バ,Farnesio,極,Mr. Prospector,極,El Gran Senor,地,In Reality,極,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,極-バ-極 | 極-地-極 | 地-バ-極,
ID:1140004561,Valid Expectations,Valid Expectations,1140004561,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,1,13,14,,In Reality,極,Moslem Chief,地,Alsab,バ,Iron Ruler,極,Hail to Reason,極,I Will,極,Apache,極,Flares,極,Stimulus,バ,極・地・バ｜極・極・極｜極・極・バ,
ID:1120001287,アイネスフウジン,アイネスフウジン,1120001287,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,1,13,14,,Herbager,極,Free Man,極,Ocean Swell,極,Princely Gift,極,Hyperion,地,Dastur,極,Norseman,バ,Nasrullah,極,Ballyferis,極,極・極・極｜極・地・極｜バ・極・極,
ID:1120001449,アーミジャー,アーミジャー,1120001449,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,11,14,14,Blushing Groom,極,Herbager,極,Raise a Native,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1120001308,イナリワン,イナリワン,1120001308,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,14,14,,Mill Reef,バ,Ragusa,極,Grey Sovereign,極,Never Say Die,極,Precipitation,極,Bois Roussel,極,Solferino,極,Grand Glacier,極,Pomme-de-terre,バ,バ・極・極｜極・極・極｜極・極・バ,
ID:1120002271,エイシンアポロン,エイシンアポロン,1120002271,確定,繁殖登録番号,A_v9.3直接完成,父・母父,11,3,0,14,14,Storm Cat,地,Rahy,バ,Roberto,極,Northern Dancer,地,Bold Reason,極,Forli,地,Northern Dancer,地,Court Martial,極,Formor,極,地-バ-極 | 地-極-地 | 地-極-極,
ID:1120002374,グランデッツァ,グランデッツァ,1120002374,確定,繁殖登録番号,A_v9.3直接完成,父,14,0,0,14,14,サンデーサイレンス,地,ロイヤルスキー,極,リマンド,バ,Last Tycoon,地,Artaius,バ,Welsh Pageant,地,Habitat,極,Claude,地,Ribot,極,地-極-バ | 地-バ-地 | 極-地-極,
ID:1120002605,サトノジェネシス,サトノジェネシス,1120002605,確定,繁殖登録番号,A_v9.3直接完成,父,14,0,0,14,14,サンデーサイレンス,地,Alzao,バ,Busted,極,Lure,地,Devil's Bag,バ,Hoist the Flag,極,Halo,極,Northern Dancer,地,Sea-Bird,極,地-バ-極 | 地-バ-極 | 極-地-極,
ID:1120002223,トーセンブライト,トーセンブライト,1120002223,確定,繁殖登録番号,A_v9.3直接完成,父・母父,11,3,0,14,14,Roberto,極,Graustark,地,Hasty Road,極,Mr. Prospector,極,Nijinsky,バ,Forli,地,Northern Dancer,地,Le Beau Prince,極,Alizier,極,極-地-極 | 極-バ-地 | 地-極-極,
ID:1120002368,ニホンピロアワーズ,ニホンピロアワーズ,1120002368,確定,繁殖登録番号,A_v9.3直接完成,父,14,0,0,14,14,ダンシングブレーヴ,バ,Ela - Mana - Mou,地,Tyrant,極,サンデーサイレンス,地,トニービン,地,Northern Dancer,地,Nureyev,地,Sassafras,バ,Hail to Reason,極,バ-地-極 | 地-地-地 | 地-バ-極,
ID:1120002190,ハイアーゲーム,ハイアーゲーム,1120002190,確定,繁殖登録番号,A_v9.3直接完成,父・母父,4,10,0,14,14,Halo,極,Understanding,極,Montparnasse,地,Alleged,地,Boldnesian,極,Summer Tan,地,Vaguely Noble,地,Sir Gaylord,極,My Babu,極,極-極-地 | 地-極-地 | 地-極-極,
ID:1120001045,プラウドデボネア,プラウドデボネア,1120001045,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,14,14,,Northern Dancer,地,Court Martial,極,Formor,極,Traffic Judge,地,Noor,極,Bull Lea,極,Heliopolis,地,Stimulus,バ,,バ,地・極・極｜地・極・極｜地・バ・バ,
ID:1120002409,ヘニーハウンド,ヘニーハウンド,1120002409,確定,繁殖登録番号,A_v9.3直接完成,父,14,0,0,14,14,Hennessy,地,Meadowlake,極,Hagley,極,Damascus,極,Nijinsky,バ,Bryan G.,極,Proud Clarion,極,Bolero,極,,バ,地-極-極 | 極-バ-極 | 極-極-バ,
ID:1120001965,ムーンバラッド,ムーンバラッド,1120001965,確定,繁殖登録番号,A_v9.3直接完成,母父,0,14,0,14,14,In The Wings,地,Halo,極,Herbager,極,Danzig,地,Hoist the Flag,極,Johns Joy,極,Relko,極,Pampered King,極,Djebel,極,地-極-極 | 地-極-極 | 極-極-極,
ID:1140004426,Alphabet Soup,Alphabet Soup,1140004426,確定,繁殖登録番号,N_v9.16高影響古血統反映で完成,母父・母母父,0,5,8,13,,Caro,極,Prince John,極,Sir Gaylord,極,Ribot,極,Battlefield,極,Heliopolis,地,Fighting Fox,極,War Admiral,極,Bull Dog,極,極・極・極｜極・極・地｜極・極・極,
ID:1140003884,Ashkalani,Ashkalani,1140003884,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,13,13,,Nureyev,地,Venture,極,Vandale,極,Habitat,極,Kashmir,地,Prince Taj,極,Prince Bio,極,Rialto,極,Alcantara,バ,地・極・極｜極・地・極｜極・極・バ,
ID:1140005770,Big Shuffle,Big Shuffle,1140005770,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母父・母母父,0,5,8,13,,Bold Reasoning,極,Primera,極,Alycidon,地,Raise a Native,極,Royal Charger,極,Case Ace,バ,Owen Tudor,地,Sansovino,極,Son-in-Law,バ,極・極・地｜極・極・バ｜地・極・バ,
ID:1140002833,Bold Ruckus,Bold Ruckus,1140002833,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,13,13,13,Bold Ruler,極,Polynesian,極,Blue Larkspur,バ,Native Dancer,極,Case Ace,バ,American Flag,極,Balladier,バ,Whisk Broom,バ,Sain,極,極・極・バ｜極・バ・極｜バ・バ・極,
ID:1140007049,Caravaggio,Caravaggio,1140007049,確定,繁殖登録番号,A_v9.3直接完成,父,13,0,0,13,13,Johannesburg,地,Mr. Prospector,極,Nijinsky,バ,Great Above,極,Al Hattab,バ,Grey Dawn,極,In Reality,極,The Axe,極,Royal Note,極,地-極-バ | 極-バ-極 | 極-極-極,
ID:1140004809,Chester House,Chester House,1140004809,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,2,11,13,13,Raise a Native,極,Nashua,極,Count Fleet,極,Northern Dancer,地,Buckpasser,極,Traffic Judge,地,Intentionally,極,Rough'n Tumble,極,War Relic,極,極-極-極 | 地-極-地 | 極-極-極,
ID:1140006317,Colonel John,Colonel John,1140006317,確定,繁殖登録番号,A_v9.3直接完成,母父,0,13,0,13,13,Cee's Tizzy,バ,Seattle Song,極,ナイスダンサー,地,Alydar,バ,Table Play,極,Fomento,極,Damascus,極,Tulyar,極,Ambiorix,極,バ-極-地 | バ-極-極 | 極-極-極,
ID:1140001433,Conquistador Cielo,Conquistador Cielo,1140001433,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,13,13,13,Raise a Native,極,Nashua,極,Count Fleet,極,Bold Ruler,極,Ambiorix,極,Menow,極,Royal Charger,極,Admiral Drake,極,Pharos,極,極・極・極｜極・極・極｜極・極・極,
ID:1140006244,Corinthian,Corinthian,1140006244,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,10,3,13,13,A.P. Indy,バ,Mr. Prospector,極,Honest Pleasure,極,Alydar,バ,Buckpasser,極,To Market,極,Bold Bidder,極,Promised Land,極,To Market,極,バ-極-極 | バ-極-極 | 極-極-極,
ID:1140006074,Encosta De Lago,Encosta De Lago,1140006074,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,父・母父,1,12,0,13,13,Northern Dancer,地,Bold Reason,極,Forli,地,Star Appeal,バ,Klairon,極,Umberto,極,Raise a Native,極,Nashua,極,Count Fleet,極,地・極・地｜バ・極・極｜極・極・極,
ID:1140004452,Entrepreneur,Entrepreneur,1140004452,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,2,11,13,13,Northern Dancer,地,Bold Reason,極,Forli,地,Raise a Native,極,Shut Out,極,Pilate,極,Turn-to,極,Tiger,極,Display,極,地・極・地｜極・極・極｜極・極・極,
ID:1140005219,Event of the Year,Event of the Year,1140005219,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,8,5,13,13,Bold Reasoning,極,Poker,極,Jet Action,極,Raise a Native,極,Nashua,極,Count Fleet,極,Nearctic,地,Native Dancer,極,Mahmoud,極,極-極-極 | 極-極-極 | 地-極-極,
ID:1140003635,Honor Grades,Honor Grades,1140003635,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,12,13,13,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Bold Ruler,極,Princequillo,極,Caruso,バ,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,地・バ・極｜極・極・バ｜極・極・バ,
ID:1140004706,Key of Luck,Key of Luck,1140004706,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,10,13,13,Danzig,地,Secretariat,極,Swoon's Son,極,Vaguely Noble,地,Sir Gaylord,極,My Babu,極,Never Bend,極,Prince John,極,Roman,極,地・極・極｜地・極・極｜極・極・極,
ID:1140007001,Maclean's Music,Maclean's Music,1140007001,確定,繁殖登録番号,A_v9.3直接完成,父・母父,9,4,0,13,13,Forty Niner,地,Danzig,地,Mr. Leader,極,Unbridled,極,Caro,極,Lucky Mel,地,Mr. Prospector,極,Secretariat,極,Tim Tam,極,地-地-極 | 極-極-地 | 極-極-極,
ID:1140005734,Marchand de Sable,Marchand de Sable,1140005734,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,3,10,13,,Nureyev,地,Sassafras,バ,Hail to Reason,極,Kalamoun,極,Milesian,極,Nearula,極,Atys,極,Tourbillon,極,The Vizier,バ,地・バ・極｜極・極・極｜極・極・バ,
ID:1140006647,Mastercraftsman,Mastercraftsman,1140006647,確定,繁殖登録番号,A_v9.3直接完成,父・母父,4,9,0,13,13,Danehill,地,Sharpen Up,地,Caro,極,Miswaki,極,Al Hattab,バ,Bold Commander,極,Northern Dancer,地,Court Martial,極,Formor,極,地-地-極 | 極-バ-極 | 地-極-極,
ID:1140004101,Not For Love,Not For Love,1140004101,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,10,13,13,Raise a Native,極,Nashua,極,Count Fleet,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1140004124,Olympio,Olympio,1140004124,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,12,13,13,Nasram,極,Le Haar,極,Fastnet,極,Crimson Satan,極,Prince Bio,極,Mat de Cocagne,極,Turn-to,極,Bull Lea,極,War Admiral,極,極・極・極｜極・極・極｜極・極・極,
ID:1140007267,Practical Joke,Practical Joke,1140007267,確定,繁殖登録番号,A_v9.3直接完成,父・母父,12,1,0,13,13,Harlan's Holiday,地,Tricky Creek,地,Stop the Music,極,Forty Niner,地,Danzig,地,Mr. Leader,極,Timeless Moment,極,What a Pleasure,極,Princequillo,極,地-地-極 | 地-地-極 | 極-極-極,
ID:1130000169,Raise a Native,Raise a Native,1130000169,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,13,13,,Polynesian,極,Discovery,極,John P.Grier,バ,Teddy,バ,Ultimus,バ,Voter,バ,Man o'War,極,,バ,,バ,極・極・バ｜バ・バ・バ｜極・バ・バ,
ID:1140005918,Rock Hard Ten,Rock Hard Ten,1140005918,確定,繁殖登録番号,A_v9.3直接完成,母父,0,13,0,13,13,Roberto,極,Princequillo,極,,バ,Raise a Native,極,Nashua,極,Count Fleet,極,Bold Ruler,極,,バ,,バ,極-極-バ | 極-極-極 | 極-バ-バ,
ID:1140004398,Roy,Roy,1140004398,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,2,11,13,13,Mr. Prospector,極,Dr. Fager,極,Correlation,極,Nasrullah,極,Djeddah,極,Bimelech,極,Johns Joy,極,Heliopolis,地,Sir Gallahad,極,極・極・極｜極・極・極｜極・地・極,
ID:1140002555,Shaadi,Shaadi,1140002555,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,13,13,,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Tom Rolfe,極,War Admiral,極,Tourbillon,極,Bull Dog,極,Busy American,バ,Leonardo,バ,地・バ・極｜極・極・極｜極・バ・バ,
ID:1140006451,Sligo Bay,Sligo Bay,1140006451,確定,繁殖登録番号,A_v9.3直接完成,母父,0,13,0,13,13,Northern Dancer,地,Bold Reason,極,Forli,地,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,Vandale,極,Escamillo,極,Firdaussi,極,地-極-地 | 極-極-極 | 極-極-極,
ID:1140006500,Spanish Steps,Spanish Steps,1140006500,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,4,9,13,13,Fappiano,極,Le Fabuleux,極,In Reality,極,Fortino,極,Chamossaire,極,Solario,極,Olympia,地,Royal Charger,極,Mahmoud,極,極-極-極 | 極-極-極 | 地-極-極,
ID:1140006459,Sunriver,Sunriver,1140006459,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,7,6,13,13,Halo,極,Herbager,極,Cohoes,極,Northern Dancer,地,Maribeau,極,Double Jay,極,Red God,極,Wild Risk,極,Tudor Minstrel,地,極-極-極 | 地-極-極 | 極-極-地,
ID:1140005864,Van Nistelrooy,Van Nistelrooy,1140005864,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,10,3,13,13,Storm Bird,地,Secretariat,極,Crimson Satan,極,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,Nearctic,地,Native Dancer,極,Mahmoud,極,地-極-極 | 極-極-極 | 地-極-極,
ID:1140004236,Winning,Winning,1140004236,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,13,13,,Northern Dancer,地,Bull Page,極,Menow,極,Native Dancer,極,Case Ace,バ,American Flag,極,Tom Fool,極,Bull Lea,極,The Porter,バ,地・極・極｜極・バ・極｜極・極・バ,
ID:1140005422,Yes It's True,Yes It's True,1140005422,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,11,2,13,13,Raja Baba,極,Proudest Roman,極,Dead Ahead,極,Icecapade,バ,Better Bee,バ,Djeddah,極,Royal Ascot,極,Bolero,極,,バ,極-極-極 | バ-バ-極 | 極-極-バ,
ID:1120000741,アスワン,アスワン,1120000741,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母父・母母父,0,1,12,13,,Northern Dancer,地,Victoria Park,極,Hyperion,地,Nasrullah,極,Djeddah,極,Bimelech,極,Sir Gallahad,極,Buchan,極,Ultimus,バ,地・極・地｜極・極・極｜極・極・バ,
ID:1120001085,ウインドストース,ウインドストース,1120001085,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,13,13,,テスコボーイ,地,Your Host,地,Easton,極,Relic,極,Pherozshah,極,Easton,極,Hyperion,地,,バ,,バ,地・地・極｜極・極・極｜地・バ・バ,
ID:1120001669,エイシンワシントン,エイシンワシントン,1120001669,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,9,4,13,13,Damascus,極,Francis S.,極,Correlation,極,Pretense,地,Princequillo,極,Sickle,極,Princequillo,極,Count Fleet,極,Blue Larkspur,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1120002414,エーシントップ,エーシントップ,1120002414,確定,繁殖登録番号,A_v9.3直接完成,父,13,0,0,13,13,Storm Cat,地,Mr. Prospector,極,Honest Pleasure,極,Unbridled,極,Caro,極,Lucky Mel,地,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,地-極-極 | 極-極-地 | 地-バ-極,
ID:1120000981,スプレンデイドモーメント,スプレンデイドモーメント,1120000981,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,13,13,,Northern Dancer,地,New Providence,極,Chop Chop,極,Ragusa,極,Ballyogan,極,Bois Roussel,極,Arctic Star,極,Man o'War,極,,バ,地・極・極｜極・極・極｜極・極・バ,
