検証軸,条件,ブロック,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定
芝馬場状態×クッション値階層,良×やや高,父ブロック,地地地,6441,0.08523521192361434,0.07983317306479207,1.0676665933651168,1.7299070279113808,0.23862754230709518,0.2365972261981817,1.0085813183084944,0.46609544296224587,89.55752212389389,やや強,中立
芝馬場状態×クッション値階層,良×やや高,母父ブロック,地地極,873,0.07101947308132875,0.0818209254341309,0.867986675835172,-1.2614529326019979,0.21993127147766323,0.24020251661550376,0.9156076904461036,-1.7072752160311484,43.02405498281787,中立,やや弱
芝馬場状態×クッション値階層,良×高,母父ブロック,極地地,1276,0.0713166144200627,0.07819208763038105,0.9120694507759002,-0.9852615170699675,0.24921630094043887,0.23262304821551708,1.0713310776907572,1.6885271655210428,66.46551724137933,中立,やや強
芝馬場状態×クッション値階層,良×標準,母母父ブロック,地バ極,716,0.07402234636871509,0.09008947285052817,0.8216536741371454,-1.6265227290744284,0.24581005586592178,0.2651279925346285,0.9271373177761169,-1.4453222470925322,52.15083798882682,やや弱,中立
芝馬場状態×クッション値階層,良×高,母父ブロック,地地地,1442,0.06934812760055478,0.07802934769379946,0.8887441667805391,-1.3334959146835292,0.24271844660194175,0.2281181039436511,1.0640034368420719,1.6158143600207413,59.105409153952834,中立,やや強
芝馬場状態×クッション値階層,稍重×やや低,母父ブロック,極極地,1604,0.07793017456359103,0.06940166859887247,1.1228861803598928,1.4400447013242086,0.2238154613466334,0.21010468902876578,1.065256860193113,1.6056113013938835,84.23316708229432,中立,やや強
芝馬場状態×クッション値階層,稍重×低,父ブロック,地極地,547,0.06764168190127971,0.07040684071234914,0.9607259922034191,-0.26575747914520875,0.24862888482632542,0.2242566573482545,1.1086800622387882,1.5813656511750072,64.02193784277877,中立,やや強
芝馬場状態×クッション値階層,良×標準,父ブロック,極極地,2458,0.08136696501220504,0.08964354345785873,0.907672341739319,-1.5589101906880862,0.25142392188771356,0.2624084984098349,0.9581394025396032,-1.5091819610120567,73.56794141578519,やや弱,中立
芝馬場状態×クッション値階層,良×高,母母父ブロック,地バ極,575,0.08521739130434783,0.09058608471397697,0.9407337956311872,-0.48490450648989514,0.24347826086956523,0.267114841487606,0.9115115413040891,-1.5577629717602777,63.47826086956522,中立,やや弱
芝馬場状態×クッション値階層,稍重×標準,父ブロック,地地地,529,0.07939508506616257,0.0813525178190705,0.975938879270322,-0.17784215005427026,0.2627599243856333,0.2391995733217988,1.0984966266312624,1.557642006861442,93.89413988657847,中立,やや強
芝馬場状態×クッション値階層,良×低,父ブロック,極地バ,566,0.07243816254416961,0.08922714533710073,0.8118399649624312,-1.5263629961054694,0.23498233215547704,0.2569995190288923,0.9143298518354812,-1.4565033608881346,58.657243816254415,やや弱,中立
芝馬場状態×クッション値階層,良×やや低,母父ブロック,地地極,1004,0.07669322709163347,0.07919766611221046,0.9683773633300178,-0.3139082711943938,0.25796812749003983,0.24070043925430334,1.0717393299706153,1.5183750311054907,70.84661354581672,中立,やや強
芝馬場状態×クッション値階層,良×高,父ブロック,地地極,923,0.06067172264355363,0.06166902387451985,0.9838281657741906,-0.13430078697770453,0.1744312026002167,0.1909609996268829,0.913438885118094,-1.513056536155032,59.72914409534127,中立,やや弱
芝馬場状態×クッション値階層,良×やや高,母父ブロック,極極バ,695,0.06330935251798561,0.07749579995620606,0.8169391444925092,-1.511883239704643,0.22302158273381295,0.2293078870197772,0.9725857476266306,-0.4751881242103576,71.81294964028775,やや弱,中立
芝馬場状態×クッション値階層,良×やや高,母母父ブロック,バ極極,1331,0.09316303531179564,0.08264923581748033,1.1272098814988878,1.5076694019556434,0.2539444027047333,0.2425086902041926,1.047155887448453,1.188434578338862,60.13523666416229,やや強,中立
距離×ダート馬場状態×含水率階層,1200×良×標準,父ブロック,地地地,1362,0.06093979441997063,0.06210199099396531,0.9812856793253599,-0.19029541016278345,0.16372980910425844,0.18898978904247551,0.8663420914632596,-2.813410661939225,81.66666666666664,中立,弱
距離×ダート馬場状態×含水率階層,1700×良×標準,母母父ブロック,地極極,743,0.05518169582772544,0.07842812993135717,0.7035957108249583,-2.514104234764044,0.2126514131897712,0.2318394563532574,0.9172356445908453,-1.4579041746303336,51.87079407806192,弱,中立
距離×ダート馬場状態×含水率階層,1800×良×やや低,母父ブロック,地極極,801,0.05118601747815231,0.07239675900339397,0.7070208415787328,-2.5045536238721264,0.2034956304619226,0.2213126047843778,0.9194940824097476,-1.4635493752968374,40.449438202247194,弱,中立
距離×ダート馬場状態×含水率階層,1200×良×標準,父ブロック,地極極,813,0.07995079950799508,0.07147728250129931,1.1185483934219485,1.0097404695315024,0.24354243542435425,0.21379579739149523,1.1391357472681656,2.4789825525860616,93.70233702337022,中立,強
距離×ダート馬場状態×含水率階層,1200×良×低,母母父ブロック,極極地,533,0.04127579737335835,0.06501935506016412,0.6348232358682235,-2.383909726996471,0.1951219512195122,0.1999430861534147,0.9758874636445128,-0.33293918760327595,55.68480300187618,弱,中立
距離×ダート馬場状態×含水率階層,1800×不良×高,母父ブロック,極極地,513,0.04873294346978557,0.06824612033451083,0.7140763933674074,-1.8836338791292633,0.17543859649122806,0.21095998664997878,0.8316202483569208,-2.3657278111782443,52.70955165692007,やや弱,弱
距離×ダート馬場状態×含水率階層,1800×良×低,父ブロック,地地地,1993,0.06071249372804817,0.06973371785819757,0.8706332545111977,-1.7230239361303648,0.1926743602609132,0.21026431187154962,0.9163436179251279,-2.3371187781542666,42.092323130958356,やや弱,やや弱
距離×ダート馬場状態×含水率階層,1200×良×やや高,父ブロック,地地地,545,0.04954128440366973,0.06438449377730583,0.7694598729784837,-1.517416300082855,0.163302752293578,0.19371698950559396,0.8429965420707836,-2.1450222274899153,33.76146788990827,やや弱,弱
距離×ダート馬場状態×含水率階層,1400×良×低,父ブロック,地地地,1142,0.05866900175131348,0.06453574368831635,0.909093138132303,-0.8697256336964478,0.17162872154115585,0.19231194221235526,0.8924496293196368,-2.1306818242181684,61.57618213660246,中立,弱
距離×ダート馬場状態×含水率階層,1700×良×低,父ブロック,地地地,757,0.07397622192866579,0.07284469196328089,1.0155334580308923,0.12796429988025915,0.24174372523117568,0.21627800530658323,1.1177453060402223,2.0022735666931486,94.98018494055486,中立,強
距離×ダート馬場状態×含水率階層,1400×良×やや低,父ブロック,地地極,501,0.07984031936127745,0.06622625138514855,1.2055690559466257,1.3187492091435085,0.22554890219560877,0.1969086265607109,1.1454495729066878,1.937648852393705,40.958083832335326,中立,やや強
距離×ダート馬場状態×含水率階層,1400×良×低,父ブロック,地地極,631,0.06339144215530904,0.06640634150687381,0.9545992252674738,-0.32797799376352504,0.17432646592709986,0.19988736968039988,0.8721234673597967,-1.9228378063998004,55.958795562599036,中立,やや弱
距離×ダート馬場状態×含水率階層,1800×良×低,母父ブロック,極地地,563,0.07992895204262877,0.0676950754265506,1.1807203336282857,1.246774169831238,0.17939609236234458,0.206407150845436,0.8691370024126823,-1.897195543364981,126.64298401420962,中立,やや弱
距離×ダート馬場状態×含水率階層,1800×稍重×やや高,母父ブロック,極極極,1132,0.08392226148409894,0.07063132432226309,1.188173410159981,1.8791346487624145,0.23409893992932862,0.21799445805424705,1.0738756481188803,1.577418912968442,97.39399293286219,やや強,やや強
距離×ダート馬場状態×含水率階層,1400×良×低,母父ブロック,極極極,1316,0.06610942249240122,0.06259165566287143,1.0562018497877261,0.5609500052088515,0.20896656534954408,0.19166142352969645,1.0902901663837758,1.8772470799250116,82.55319148936165,中立,やや強
距離×ダート馬場状態×含水率階層,1800×良×やや低,母父ブロック,極極地,1758,0.08248009101251422,0.07643931077576498,1.0790271416034858,1.0384194494564574,0.24175199089874858,0.22697524512741946,1.0651028959701476,1.8075680960753246,69.81228668941984,中立,やや強
距離×ダート馬場状態×含水率階層,1800×良×標準,父ブロック,地バ極,1730,0.08728323699421965,0.07684173920919524,1.135883152730293,1.7702116296300299,0.24277456647398843,0.23238574094129424,1.0447050902977675,1.243831342821619,96.43352601156069,やや強,中立
距離×ダート馬場状態×含水率階層,1400×良×やや低,母父ブロック,地極極,571,0.08056042031523643,0.06374180592344816,1.2638553167443494,1.7680670448383604,0.19614711033274956,0.19273447538756075,1.0177064063828047,0.24464962868351262,102.53940455341508,やや強,中立
