検証軸,条件,ブロック,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定
クッション値階層,低,母父ブロック,極地極,1154,0.07712305025996534,0.06475695911640515,1.1909615786827061,1.819563939535083,0.20363951473136915,0.20037626943162878,1.016285587654649,0.325151468755912,91.4991334488735,やや強,中立
クッション値階層,高,母父ブロック,地地地,1516,0.06728232189973615,0.07863071818896565,0.8556747725239264,-1.7821254944468594,0.23812664907651715,0.22940015685749307,1.0380404806106787,0.9905459764987816,56.6622691292876,やや弱,中立
クッション値階層,標準,父ブロック,極極地,2694,0.08129175946547884,0.09009795463945715,0.9022597659489846,-1.7323026283812015,0.25129918337045287,0.26334641587474505,0.9542532885276775,-1.7292792216509132,70.42687453600594,やや弱,中立
クッション値階層,やや高,父ブロック,地地地,7241,0.0849330203010634,0.07984213299427803,1.0637619151175508,1.7275845386495698,0.23850296920314873,0.2365515588497297,1.0082494081328741,0.4748469467421554,89.88951802237267,やや強,中立
クッション値階層,やや高,父ブロック,地極地,1773,0.06034968979131416,0.06355900198009903,0.9495065673027756,-0.5903240731622049,0.212633953750705,0.198833715137631,1.0694059284841184,1.7247248552899512,76.89227298364355,中立,やや強
クッション値階層,高,父ブロック,地極地,1653,0.05384150030248034,0.06340505914887865,0.8491672592885289,-1.7091302683668714,0.1984271022383545,0.1957511276056653,1.013670289747091,0.32884752771560605,63.04295220810644,やや弱,中立
クッション値階層,やや低,母父ブロック,地極地,1174,0.10732538330494037,0.09428034198479353,1.13836438270717,1.6605974824085294,0.28960817717206133,0.27253695079568385,1.0626382086045112,1.6152120227046565,103.13458262350946,やや強,やや強
クッション値階層,やや低,母父ブロック,地地極,1295,0.07413127413127413,0.07957066331797387,0.9316407711097834,-0.7745744233814886,0.2555984555984556,0.23933961553244304,1.0679320890101816,1.6302440344174416,67.71428571428572,中立,やや強
クッション値階層,標準,父ブロック,地極地,1815,0.05399449035812672,0.06253086709670362,0.863485393135914,-1.6264895643512247,0.1972451790633609,0.1930815980189708,1.0215638418529198,0.5409529935045154,62.53994490358126,やや弱,中立
クッション値階層,低,父ブロック,地極地,2060,0.070873786407767,0.07540559414503348,0.9399009080340894,-0.8284897131263325,0.24271844660194175,0.22998516007076553,1.0553656876263593,1.6130338589908246,55.7766990291262,中立,やや強
クッション値階層,やや高,母父ブロック,極極バ,778,0.06298200514138817,0.07713890726567046,0.8164752052355996,-1.5963375298060594,0.2249357326478149,0.22903800382953102,0.9820891244547811,-0.32708583133573776,68.41902313624676,やや弱,中立
クッション値階層,やや高,父ブロック,極極地,3323,0.08095094793860969,0.08816647112788947,0.9181602360061192,-1.5927876647486194,0.24646403851941018,0.25631548595268977,0.9615651493055009,-1.5867549000887242,61.99819440264819,やや弱,中立
クッション値階層,低,母父ブロック,地地極,1080,0.07222222222222222,0.0848037453915605,0.851639534182763,-1.5880963276593996,0.2518518518518518,0.2516469153334939,1.0008143812058508,0.01851880910497627,55.749999999999986,やや弱,中立
クッション値階層,やや低,父ブロック,地極極,1732,0.05600461893764434,0.05818805968086824,0.9624761376268782,-0.4131260349481341,0.1945727482678984,0.1822308488971816,1.067726729285448,1.5722012918284147,59.12817551963049,中立,やや強
クッション値階層,標準,父ブロック,極地バ,1154,0.08145580589254767,0.09379043483088481,0.8684873467046194,-1.553382836066879,0.2651646447140381,0.2787345269966166,0.9513161055833488,-1.2538770365457235,67.89428076256497,やや弱,中立
クッション値階層,標準,父ブロック,地極極,1293,0.06264501160092807,0.05478721094393061,1.1434239947903018,1.326608269678408,0.18793503480278423,0.17431522939612304,1.0781331926868583,1.5410833429677255,95.5916473317865,中立,やや強
ダート含水率階層,やや低,母父ブロック,地極地,751,0.06524633821571238,0.07992582523109779,0.8163361219863406,-1.6076836538274053,0.19440745672436752,0.2357735615873777,0.8245515545317836,-3.2410879558675334,50.812250332889484,やや弱,弱
ダート含水率階層,やや低,父ブロック,バ極地,740,0.11216216216216217,0.08225901266190007,1.3635242939660561,3.182475473573715,0.2635135135135135,0.2451968653292614,1.074701804036751,1.3691351464656814,88.93243243243246,強,中立
ダート含水率階層,やや高,母父ブロック,バ極極,1784,0.09080717488789238,0.07301956220256663,1.2436006482205464,3.1338275430363276,0.22253363228699552,0.2161772408407559,1.0294036107664173,0.7914383784249727,90.70067264573987,強,中立
