ブロック,方向,信頼度,条件,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定,総合強度
父ブロック,マイナス,C,中京×1600×芝,極極地,460,0.0782608695652174,0.08936705588725867,0.8757239319145489,-0.9021393439477489,0.21956521739130436,0.25979472962899564,0.845148851575466,-2.400003496709322,54.02173913043479,中立,弱,2.400003496709322
父ブロック,マイナス,C,中山×1600×芝,地極地,307,0.026058631921824105,0.055421519795555735,0.4701897749818429,-2.395159461079472,0.16286644951140064,0.17454387402332644,0.9330974829264693,-0.6373504959441231,32.37785016286645,弱,中立,2.395159461079472
父ブロック,マイナス,B,福島×1800×芝,地地地,761,0.06044678055190539,0.07307450475498942,0.8271938448926426,-1.433102981494723,0.18659658344283836,0.21622979788862867,0.862954991702609,-2.357583437845739,38.699080157687256,中立,弱,2.357583437845739
父ブロック,マイナス,B,阪神×1200×ダ,地地地,1228,0.05863192182410423,0.07010335969386308,0.8363639357677878,-1.6971625726486261,0.18729641693811075,0.20974946369091443,0.8929530194847584,-2.319995635904857,44.13680781758957,やや弱,弱,2.319995635904857
父ブロック,マイナス,B,中京×1800×ダ,地地地,1535,0.06384364820846905,0.0774842053601187,0.8239569330516685,-2.185930423871479,0.21498371335504887,0.23157217495978327,0.9283659118043206,-1.88310151207082,50.00651465798046,弱,やや弱,2.185930423871479
父ブロック,マイナス,B,函館×1800×芝,地地地,509,0.08447937131630648,0.08645078769487922,0.9771960854130018,-0.17142668590087062,0.2220039292730845,0.2568907208151413,0.8641959840691896,-2.1835927121275267,68.76227897838903,中立,弱,2.1835927121275267
父ブロック,マイナス,B,東京×1400×ダ,地地地,1854,0.06526429341963323,0.06577311460644178,0.9922639943409535,-0.09565731473558702,0.17853290183387271,0.1950653169230808,0.9152467729784723,-2.1809253210929147,85.12944983818767,中立,やや弱,2.1809253210929147
父ブロック,マイナス,B,中京×1900×ダ,地地地,537,0.0595903165735568,0.0721983643573209,0.8253693432531946,-1.2174216855551518,0.18808193668528864,0.21938418991334008,0.857317643352439,-2.110202431327794,56.834264432029805,中立,弱,2.110202431327794
父ブロック,マイナス,C,東京×2100×ダ,極極地,405,0.04938271604938271,0.07377499928831223,0.669369251450554,-2.032341826722385,0.19506172839506172,0.21298897847385098,0.9158301513663054,-1.0692761079820932,29.60493827160494,弱,中立,2.032341826722385
父ブロック,マイナス,C,中京×1800×ダ,地極地,344,0.0436046511627907,0.06862037981137663,0.6354475344300186,-1.989370424593327,0.19476744186046513,0.20870807564388677,0.9332051060294945,-0.7796300119417849,19.854651162790702,やや弱,中立,1.989370424593327
