場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,3,3,ロードカテドラル,牡,3,56,6,2.5,斎藤誠,CX01086,美,ロードカナロア,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,4,4,インダストリア,牡,3,56,1,3.1,宮田敬介,CX01175,美,リオンディーズ,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,5,5,ベルウッドブラボー,牡,3,56,2,11.2,和田雄二,CX01143,美,シルバーステート,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,6,6,モンタナアゲート,牡,3,56,3,8.9,和田正一,CX01114,美,ダイワメジャー,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,7,7,トーセンヴァンノ,牡,3,56,5,29.8,小桧山悟,CX01005,美,ヴァンキッシュラン,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,8,8,ロイヤルザップ,牡,3,56,9,201.5,田村康仁,CX01027,美,キングカメハメハ,9.5,9.1-9.5,中山芝1600
中山,10,115,OP(L),L,芝,8,1600,C,良,2.02201E+17,9,8,アバンチュリエ,牡,3,56,4,4,大竹正博,CX01102,美,モーリス,9.5,9.1-9.5,中山芝1600
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,1,1,オウケンムーン,牡,7,56,14,70.8,国枝栄,CX00399,美,オウケンブルースリ,9.5,9.1-9.5,中山芝2000
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,2,1,タガノディアマンテ,牡,6,56,4,30.8,鮫島一歩,CX01046,栗,オルフェーヴル,9.5,9.1-9.5,中山芝2000
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,3,2,コスモカレンドゥラ,牡,6,54,17,67.6,田中博康,CX01162,美,ノヴェリスト,9.5,9.1-9.5,中山芝2000
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,4,2,ヒートオンビート,牡,5,56,3,2.8,友道康夫,CX01061,栗,キングカメハメハ,9.5,9.1-9.5,中山芝2000
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,5,3,アドマイヤアルバ,セ,7,53,12,138.8,柄崎孝,CX00380,美,ハーツクライ,9.5,9.1-9.5,中山芝2000
中山,11,163,Ｇ３,C,芝,0,2000,C,良,2.02201E+17,6,3,ヴィクティファルス,牡,4,56,13,4.2,池添学,CX01144,栗,ハーツクライ,9.5,9.1-9.5,中山芝2000
