場所,R,クラスコード,クラス名,芝ダ,グレードコード,距離,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,コースID
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,1,1,ハイエストポイント,牡,5,58,1,3.1,鈴木孝志,CX01111,栗,シンボリクリスエス,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,2,2,ビヨンドザシーン,牡,5,58,9,79.7,石毛善彦,CX00428,美,モンテロッソ,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,3,3,シンヨモギネス,牡,5,58,4,7.5,伊藤圭三,CX01023,美,ダノンレジェンド,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,4,4,テンウォークライ,牡,5,58,7,74.4,金成貴史,CX01132,美,ダンカーク,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,5,4,サハラヴァンクール,牡,5,58,11,70.5,和田勇介,CX01165,美,パイロ,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,6,5,リネンマリン,牝,3,53,13,31.2,深山雅史,CX01174,美,イスラボニータ,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,7,5,アメリカンエール,牡,5,58,12,38.2,戸田博文,CX01054,美,Tapit,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,8,6,クリーンドリーム,牡,5,58,5,12.6,鈴木伸尋,CX01026,美,ダンカーク,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,9,6,アスクビックスター,牡,4,58,2,7.6,矢作芳人,CX01075,栗,キングカメハメハ,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,10,7,クーシフォン,牝,4,56,3,37.4,牧光二,CX01106,美,ドレフォン,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,11,7,スマートセプター,牡,4,58,6,2.8,須貝尚介,CX01105,栗,シニスターミニスター,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,12,8,ミキノプリンス,牡,4,58,10,111.9,大橋勇樹,CX01065,栗,トランセンド,函館ダ1700
函館,4,43,2勝,ダ,E,1700,良,2.02306E+17,13,8,リアルシング,牡,6,58,8,9.4,緒方努,CX01193,栗,リアルインパクト,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,1,1,ドゥミプリエ,牝,3,51,9,41.2,藤原英昭,CX01055,栗,Justify,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,2,2,ココラフィネ,牝,3,54,5,9.6,岡田稲男,CX01066,栗,ヘニーヒューズ,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,3,3,フィールザクラウン,牡,3,56,4,32.4,伊藤大士,CX01109,美,サトノクラウン,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,4,4,ポルトドール,牡,3,56,2,1.4,池江泰寿,CX01071,栗,モーリス,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,5,5,ネッケツシャチョウ,牡,3,56,1,10,藤沢則雄,CX01041,栗,リオンディーズ,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,6,6,クレシューズ,牡,3,55,7,158.4,岡田稲男,CX01066,栗,シニスターミニスター,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,7,7,ランスノーブル,牝,3,52,6,4.1,上原博之,CX00423,美,ハービンジャー,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,8,7,ピュアマークス,牡,3,53,3,13.9,畑端省吾,CX01188,栗,ホッコータルマエ,函館ダ1700
函館,5,7,未勝利,ダ,,1700,不,2.02306E+17,10,8,キャナルロックス,牡,3,55,8,129.4,黒岩陽一,CX01133,美,キズナ,函館ダ1700
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,1,1,メタルクラフト,牡,3,54,8,4.5,田中博康,CX01162,美,バゴ,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,2,2,シュタイナー,牡,3,53,7,42.3,池江泰寿,CX01071,栗,ルーラーシップ,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,3,3,ビーチブルース,牡,3,56,11,83.1,松永康利,CX01093,美,マジェスティックウォリアー,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,4,4,トレオン,牡,3,56,9,5.5,佐藤吉勝,CX01035,美,アジアエクスプレス,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,5,5,パープルアドミラル,牡,3,55,6,23.9,堀内岳志,CX01189,美,シビルウォー,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,6,6,イサチルアルマーレ,牡,3,56,5,4.3,竹内正洋,CX01152,美,モンテロッソ,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,7,6,スヴニールデジール,牡,3,55,10,13.3,友道康夫,CX01061,栗,ハーツクライ,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,8,7,コルデアニル,牝,3,54,1,7,金成貴史,CX01132,美,モーリス,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,9,7,ロードイモータル,牡,3,56,4,3.9,和田勇介,CX01165,美,ロードカナロア,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,10,8,ヘラクレスノット,セ,3,55,2,15,奥村豊,CX01146,栗,マインドユアビスケッツ,函館ダ2400
函館,5,7,未勝利,ダ,,2400,不,2.02306E+17,11,8,レッドバルデス,牡,3,56,3,111,寺島良,CX01158,栗,イスラボニータ,函館ダ2400
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,1,1,マリアナトレンチ,牡,3,55,1,4.2,音無秀孝,CX01002,栗,ハーツクライ,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,2,2,トリグラフ,牡,4,58,9,17.5,松山将樹,CX01100,美,サトノアラジン,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,3,3,ディアサクセサー,牡,3,55,11,2.4,松永幹夫,CX01092,栗,モーリス,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,4,4,フレンドキング,牡,3,51,13,347.3,南田美知,CX00437,美,ビーチパトロール,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,5,4,キトゥンズワルツ,牝,5,54,10,103.4,茶木太樹,CX01181,栗,Air Force Blue,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,6,5,アルシオーネ,牡,5,58,3,23,須貝尚介,CX01105,栗,ドゥラメンテ,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,7,5,オセアフラッグ,牡,3,55,5,6.1,加藤征弘,CX01059,美,オルフェーヴル,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,8,6,サプライズビュー,牡,5,55,8,48.6,栗田徹,CX01127,美,ホッコータルマエ,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,9,6,アレクサ,牡,3,55,6,10.6,斎藤誠,CX01086,美,リアルスティール,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,10,7,ベイビールビオ,牡,4,58,2,224.5,田村康仁,CX01027,美,ビッグアーサー,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,11,7,グロリアスアポイ,牝,4,53,12,427.2,千田輝彦,CX01120,栗,グロリアスノア,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,12,8,ブライトファントム,牡,3,55,7,15.7,杉山晴紀,CX01157,栗,カレンブラックヒル,函館ダ1700
函館,5,23,1勝,ダ,,1700,重,2.02306E+17,13,8,レッドデクスター,牡,4,58,4,7.1,橋口慎介,CX01154,栗,イスラボニータ,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,1,1,テイエムファクター,牡,4,58,9,42.6,木原一良,CX01033,栗,ザファクター,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,2,2,ディサイド,牡,4,58,6,5.9,高野友和,CX01117,栗,ディープインパクト,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,3,3,タケルジャック,牡,5,58,13,10.4,小桧山悟,CX01005,美,ブラックタイド,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,4,4,テンウォークライ,牡,5,58,5,62.7,金成貴史,CX01132,美,ダンカーク,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,5,4,キョウワウォール,牡,7,58,8,25.4,飯田雄三,CX01050,栗,ベルシャザール,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,6,5,メイショウポペット,牝,3,53,4,3.6,角田晃一,CX01121,栗,ヴィクトワールピサ,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,7,5,レッドエランドール,セ,6,58,1,5.5,田中克典,CX01180,栗,Golden Horn,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,8,6,インナーアリュール,牡,6,58,11,66,小桧山悟,CX01005,美,ゴールドアリュール,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,9,6,ビヨンドザシーン,牡,5,58,3,196.8,石毛善彦,CX00428,美,モンテロッソ,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,10,7,アメリカンエール,牡,5,58,10,108.6,戸田博文,CX01054,美,Tapit,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,11,7,アスクビックスター,牡,4,58,2,3.2,矢作芳人,CX01075,栗,キングカメハメハ,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,12,8,タガノリバイバー,牝,5,56,6,10.9,大根田裕,CX01032,栗,マクフィ,函館ダ1700
函館,5,43,2勝,ダ,E,1700,重,2.02306E+17,13,8,ユウゲン,牡,6,58,12,43.3,橋口慎介,CX01154,栗,ロードカナロア,函館ダ1700
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,1,1,サンダビューク,牡,4,58,8,17.5,蛯名利弘,CX01131,美,ザファクター,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,2,2,ワタシダケドナニカ,牡,3,55,5,7.5,本間忍,CX01056,美,マインドユアビスケッツ,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,3,3,ルクスディオン,牝,4,53,6,75.9,吉村圭司,CX01130,栗,シニスターミニスター,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,4,4,コウソクカレン,牝,5,54,3,4,中舘英二,CX01153,美,ロードカナロア,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,5,5,テイエムスイスイ,牝,3,51,1,2.4,石栗龍彦,CX01043,美,メイショウボーラー,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,6,5,ヒメカミノイタダキ,牡,4,58,4,35.2,武市康男,CX01089,美,アドマイヤムーン,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,7,6,アプサラー,牝,4,55,12,114.3,田島俊明,CX01112,美,ドレフォン,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,8,6,グラサージュ,牝,4,55,2,21.3,林徹,CX01163,美,ストロングリターン,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,9,7,ビップアクア,牝,4,55,9,9.2,田島俊明,CX01112,美,ディープブリランテ,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,10,7,チョコレートミルク,牡,4,58,10,183.8,粕谷昌央,CX01096,美,マクフィ,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,11,8,ミヤジトレヴ,牝,3,53,11,15.7,川村禎彦,CX01003,栗,キタサンブラック,函館ダ1000
函館,5,23,1勝,ダ,,1000,重,2.02306E+17,12,8,アイファーベア,牡,5,55,7,7.5,根本康広,CX01029,美,トビーズコーナー,函館ダ1000
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,1,1,ノッテルーナ,牝,3,54,3,26.1,宮本博,CX01073,栗,ルーラーシップ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,2,2,テーオードリアン,牝,3,53,6,56.9,奥村豊,CX01146,栗,ラブリーデイ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,3,3,ロイヤルナタール,牝,3,53,4,29.6,石坂公一,CX01166,栗,ロードカナロア,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,4,4,シャンデル,牝,3,52,9,8.2,青木孝文,CX01156,美,マジェスティックウォリアー,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,5,5,ブルーペクトライト,牝,3,54,1,6.8,池添学,CX01144,栗,サトノダイヤモンド,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,6,6,ホンマモン,牝,3,53,8,29.6,伊藤大士,CX01109,美,ロードカナロア,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,7,7,パラディ,牝,3,54,2,1.2,四位洋文,CX01184,栗,ロードカナロア,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,8,8,シルバービスケッツ,牝,3,51,5,23.9,新開幸一,CX01116,美,マインドユアビスケッツ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,9,8,アルマケルブ,牝,3,54,7,60.9,川村禎彦,CX01003,栗,コパノリッキー,函館ダ1700
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,1,1,リーゼントミニー,牝,3,50,4,18.3,矢作芳人,CX01075,栗,リアルスティール,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,2,2,イグニション,牡,3,56,7,25.4,粕谷昌央,CX01096,美,スノードラゴン,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,3,3,ビップナージャ,牝,3,54,5,10,高柳瑞樹,CX01118,美,レーヴミストラル,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,4,4,モルフェブーケ,牝,3,54,6,143.5,本間忍,CX01056,美,ダイワメジャー,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,5,5,プラウドウィッチ,牝,3,52,12,5.4,今野貞一,CX01128,栗,モーリス,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,6,5,スノーヴァース,牝,3,51,2,5,大根田裕,CX01032,栗,ダノンレジェンド,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,7,6,ブーバー,牝,3,51,8,25.9,新開幸一,CX01116,美,ロゴタイプ,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,8,6,シンリンゲンカイ,牝,3,52,1,3.7,石栗龍彦,CX01043,美,ロージズインメイ,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,9,7,ロードサミット,牡,3,55,9,31.5,辻野泰之,CX01183,栗,ロードカナロア,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,10,7,バスドラムガール,牝,3,54,3,3.2,羽月友彦,CX01091,栗,スズカコーズウェイ,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,11,8,スングリダンダン,牝,3,54,10,65.8,南田美知,CX00437,美,マジェスティックウォリアー,函館ダ1000
函館,6,7,未勝利,ダ,,1000,重,2.02306E+17,12,8,スリーパイロ,セ,3,53,11,129,伊藤圭三,CX01023,美,ヘニーヒューズ,函館ダ1000
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,1,1,メイショウウナバラ,牡,3,56,7,81.2,藤沢則雄,CX01041,栗,リアルインパクト,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,2,2,ヴァンナチュール,牡,3,56,2,3.1,林徹,CX01163,美,ヴァンセンヌ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,3,3,フクノブルジュ,牡,3,56,1,6.3,竹内正洋,CX01152,美,フリオーソ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,4,4,ヤマニンファシオ,牡,3,56,8,27.9,村田一誠,CX01190,美,ブラックタイド,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,5,5,サーフライド,牡,3,55,9,192.3,和田正一,CX01114,美,ビッグアーサー,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,6,6,グッドハビッツ,牝,3,54,5,17.1,吉田直弘,CX01101,栗,ダノンバラード,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,7,7,コモドアーズ,牡,3,55,10,20.6,西村真幸,CX01148,栗,タリスマニック,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,8,7,シュテルンロット,牝,3,50,6,100.9,奥村豊,CX01146,栗,ジャスタウェイ,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,9,8,オボッチャマ,牡,3,54,3,2.5,武市康男,CX01089,美,アジアエクスプレス,函館ダ1700
函館,6,7,未勝利,ダ,,1700,重,2.02306E+17,10,8,バブルアップハート,牡,3,56,4,4.6,高橋康之,CX01135,栗,アジアエクスプレス,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,1,1,サンマルパトロール,牡,3,54,10,8.2,大橋勇樹,CX01065,栗,ビーチパトロール,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,2,2,タマモタップダンス,牝,4,54,3,20.3,伊藤圭三,CX01023,美,エスポワールシチー,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,3,3,ヤングワールド,牡,3,54,14,7.9,手塚貴久,CX01038,美,コパノリッキー,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,4,3,リキサンハート,牝,5,56,4,17.9,奥平雅士,CX01074,美,ダイワメジャー,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,5,4,オウギノカナメ,牡,3,55,9,3.5,高木登,CX01088,美,キタサンブラック,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,6,4,インダミタブル,牡,4,57,8,23.3,大竹正博,CX01102,美,トーセンジョーダン,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,7,5,アイファーエポック,牡,4,58,5,57.9,根本康広,CX01029,美,トビーズコーナー,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,8,5,グラシアス,牡,3,53,13,15.5,中舘英二,CX01153,美,ブラックタイド,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,9,6,ジェントルタッチ,牡,3,55,12,11.8,武井亮,CX01147,美,Always Dreaming,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,10,6,サンライズグルーヴ,牡,3,55,2,36.5,河内洋,CX01072,栗,マインドユアビスケッツ,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,11,7,ブレットフライ,牡,4,58,6,41.3,萱野浩二,CX01024,美,フリオーソ,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,12,7,ローズスター,牡,3,55,1,19.5,上村洋行,CX01168,栗,ドレフォン,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,13,8,モンテイゾラ,牡,3,55,11,31.1,高柳瑞樹,CX01118,美,イスラボニータ,函館ダ1700
函館,6,23,1勝,ダ,,1700,稍,2.02306E+17,14,8,サンテックス,牡,3,55,7,3.7,浜田多実,CX01138,栗,マジェスティックウォリアー,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,1,1,ダノンファスト,牡,6,58,10,21,菊沢隆徳,CX01115,美,キングカメハメハ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,2,2,ブラッティーキッド,牡,5,57,8,6.8,中尾秀正,CX01069,栗,シニスターミニスター,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,3,3,ハセドン,牡,4,58,7,3.8,安田翔伍,CX01164,栗,モーリス,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,4,4,ディアセオリー,牡,6,57,5,22.5,高木登,CX01088,美,サムライハート,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,5,4,セキフウ,牡,4,59,2,23.7,武幸四郎,CX01160,栗,ヘニーヒューズ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,6,5,オディロン,牡,4,57,4,29.8,浜田多実,CX01138,栗,キタサンブラック,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,7,5,イバル,牡,6,57,12,143.3,小崎憲,CX01085,栗,パイロ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,8,6,ボイラーハウス,牡,5,57,9,29.5,竹内正洋,CX01152,美,アジアエクスプレス,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,9,6,アオイクレアトール,牡,6,57,13,82.1,古賀慎明,CX01079,美,キングカメハメハ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,10,7,ペプチドナイル,牡,5,57,1,4.5,武英智,CX01161,栗,キングカメハメハ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,11,7,メイショウユズルハ,牡,4,57,3,5.8,岡田稲男,CX01066,栗,ディスクリートキャット,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,12,8,アドマイヤルプス,セ,6,58,11,4.5,加藤征弘,CX01059,美,ヘニーヒューズ,函館ダ1700
函館,6,115,OP(L),ダ,L,1700,稍,2.02306E+17,13,8,キタノリューオー,牡,5,57,6,59.1,萱野浩二,CX01024,美,ジョーカプチーノ,函館ダ1700
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,1,1,マルヨクレハ,牝,3,54,6,4.4,梅田智之,CX01084,栗,ラブリーデイ,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,2,2,アンプレッセシチー,牡,3,54,10,6.1,伊藤圭三,CX01023,美,アジアエクスプレス,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,3,3,メジャーエール,牝,3,53,3,23,深山雅史,CX01174,美,リオンディーズ,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,4,4,デルマツキオトシ,牡,3,52,7,79.8,的場均,CX01063,美,ファインニードル,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,5,5,トリオーレ,牡,3,56,1,2.8,嘉藤貴行,CX01195,美,パドトロワ,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,6,5,マーゴットピア,牝,3,51,11,145.8,伊坂重信,CX01177,美,レッドファルクス,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,7,6,ライヴペッパー,牡,3,56,2,6.3,牧光二,CX01106,美,カレンブラックヒル,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,8,6,ジュレーヴ,牡,3,54,4,13.6,堀内岳志,CX01189,美,レーヴミストラル,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,9,7,カッテミル,牝,3,54,9,24.4,奥平雅士,CX01074,美,トゥザグローリー,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,10,7,メイショウコウラン,牝,3,51,8,66.8,荒川義之,CX01095,栗,ワールドエース,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,11,8,ウィズアットダンス,牝,3,53,5,90.1,和田雄二,CX01143,美,マツリダゴッホ,函館ダ1000
函館,1,7,未勝利,ダ,,1000,重,2.02307E+17,12,8,サンエスペランス,牡,3,53,12,6.5,小野次郎,CX01125,美,レーヴミストラル,函館ダ1000
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,1,1,スパークルスカイ,牝,3,54,2,2.9,森田直行,CX01142,栗,エイシンフラッシュ,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,2,2,ワクワクタロー,牡,3,53,8,304.3,武市康男,CX01089,美,ヴァンセンヌ,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,3,3,アッシュフォード,牡,3,56,5,4,西園翔太,CX01196,栗,ハーツクライ,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,4,4,ランスノーブル,牝,3,52,1,3.2,上原博之,CX00423,美,ハービンジャー,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,5,5,ヤマニンドナティ,牡,3,56,7,6.6,松永幹夫,CX01092,栗,ダイワメジャー,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,6,6,アテンヒーロー,牡,3,56,9,43.4,萱野浩二,CX01024,美,マジェスティックウォリアー,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,7,7,テイケイヴィーノ,牝,3,51,4,22.8,荒川義之,CX01095,栗,ダノンバラード,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,8,8,ウィンクルティアラ,牝,3,54,3,9,辻哲英,CX01182,美,ノヴェリスト,函館ダ1700
函館,1,7,未勝利,ダ,,1700,重,2.02307E+17,9,8,ミユキアルテミシア,牝,3,52,5,41.3,小西一男,CX00405,美,リオンディーズ,函館ダ1700
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,1,1,マツリボタン,牝,2,55,5,6.4,伊藤圭三,CX01023,美,クリエイター2,函館ダ1000
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,2,2,バルミーウェザー,牡,2,55,2,2.7,鮫島一歩,CX01046,栗,パイロ,函館ダ1000
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,3,3,ナスティウェザー,牡,2,53,1,3.7,加藤征弘,CX01059,美,パイロ,函館ダ1000
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,4,4,ワイノナオミ,牝,2,55,3,3.2,安田隆行,CX00438,栗,ドレフォン,函館ダ1000
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,5,5,レギウス,牡,2,55,6,11,高橋裕,CX00412,美,ロジャーバローズ,函館ダ1000
函館,1,15,新馬,ダ,,1000,重,2.02307E+17,6,6,メジャーデビュー,牝,2,52,4,68.3,鈴木慎太,CX01179,美,ガルボ,函館ダ1000
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,1,1,アイスジェイド,牡,6,58,6,8.3,牧田和弥,CX01123,栗,ルーラーシップ,函館ダ2400
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,2,2,インスタキング,牡,3,53,5,7.2,蛯名正義,CX01191,美,エピファネイア,函館ダ2400
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,3,3,サンマルパトロール,牡,3,54,4,6.8,大橋勇樹,CX01065,栗,ビーチパトロール,函館ダ2400
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,4,4,メジェド,牡,3,55,1,2.3,佐々木晶,CX00429,栗,キズナ,函館ダ2400
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,5,5,フロンタルジェダイ,牡,4,58,3,3.2,高橋義忠,CX01129,栗,スピルバーグ,函館ダ2400
函館,1,23,1勝,ダ,,2400,重,2.02307E+17,6,6,ツーエムルーイー,牝,3,52,7,40,高柳大輔,CX01159,栗,バゴ,函館ダ2400
