場所,R,クラスコード,クラス名,芝ダ,グレードコード,距離,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,コースID
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,1,1,ペイルライダー,牝,3,54,1,2.4,角田晃一,CX01121,栗,ルーラーシップ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,2,2,ナイルローズ,牝,3,54,7,11.6,粕谷昌央,CX01096,美,トゥザグローリー,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,3,3,セイカリネット,牝,3,54,14,125.3,小野次郎,CX01125,美,ジョーカプチーノ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,4,3,メイショウメイロウ,牝,3,54,4,4,和田勇介,CX01165,美,クリエイター2,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,5,4,カガノワール,牝,3,51,9,316.7,大江原哲,CX01012,美,キンシャサノキセキ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,6,4,キーアクティヴ,牝,3,50,8,137.3,杉山佳明,CX01178,栗,エスポワールシチー,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,7,5,クイントン,牝,3,51,13,224.1,新谷功一,CX01172,栗,ラブリーデイ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,8,5,ラリマールース,牝,3,52,3,15.2,千田輝彦,CX01120,栗,ローエングリン,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,9,6,ビーアップ,牝,3,54,10,9.2,五十嵐忠,CX00422,栗,シニスターミニスター,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,10,6,クアドリフォリオ,牝,3,54,6,63,和田正一,CX01114,美,バゴ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,11,7,マテンロウステラ,牝,3,54,5,7.3,昆貢,CX01044,栗,キングカメハメハ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,12,7,プレカーリー,牝,3,51,11,17.1,大和田成,CX01124,美,マクフィ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,13,8,エラキス,牝,3,54,12,387.9,宮本博,CX01073,栗,ダノンシャーク,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,14,8,デルマフゲン,牝,3,54,2,9.8,堀井雅広,CX00436,美,トーセンジョーダン,札幌ダ1700
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,1,1,ブリエヴェール,牡,3,53,5,21.3,小笠倫弘,CX01076,美,エイシンフラッシュ,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,2,2,ヒルノベルモンタ,セ,3,56,11,59.4,昆貢,CX01044,栗,オルフェーヴル,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,3,3,ベイビーアッシュ,牡,3,52,9,32.6,浅見秀一,CX00411,栗,ダンカーク,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,4,4,デイジームーン,牝,3,54,4,24.7,谷潔,CX00431,栗,ヘニーハウンド,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,5,5,ファイヤービート,牡,3,54,2,14.5,茶木太樹,CX01181,栗,アジアエクスプレス,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,6,5,ヴィオマージュ,牡,3,56,12,1.3,牧光二,CX01106,美,マツリダゴッホ,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,7,6,ボンラヴォーロ,牝,3,52,10,145.5,菊川正達,CX01052,美,ケイムホーム,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,8,6,ビトエノスター,牡,3,56,6,10.9,高柳瑞樹,CX01118,美,ブラックタイド,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,9,7,スターリーソング,牝,3,53,7,36.6,高柳大輔,CX01159,栗,エスポワールシチー,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,10,7,アクチュアリー,牝,3,51,8,14.6,武井亮,CX01147,美,ジョーカプチーノ,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,11,8,エレファンティネ,牝,3,54,1,67.7,斎藤誠,CX01086,美,American Pharoah,札幌ダ1000
札幌,1,7,未勝利,ダ,,1000,良,2.02106E+17,12,8,ハクサンタマテバコ,牝,3,54,3,8.2,武藤善則,CX01064,美,ハクサンムーン,札幌ダ1000
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,1,1,ホウオウダンサー,牡,3,54,12,227.8,栗田徹,CX01127,美,スクリーンヒーロー,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,2,2,クツワノセキトリ,牡,3,56,7,18.5,岩戸孝樹,CX01051,美,ヴィットリオドーロ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,3,3,ノブシ,牡,3,56,13,21.2,藤岡健一,CX01062,栗,パイロ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,4,3,アブルマドール,牡,3,56,6,12.8,安田翔伍,CX01164,栗,ロードカナロア,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,5,4,デルマバサラ,牡,3,56,9,161.9,牧田和弥,CX01123,栗,ロージズインメイ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,6,4,メルテミア,牡,3,53,1,6,鈴木孝志,CX01111,栗,トゥザグローリー,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,7,5,ガレア,牡,3,54,5,9.9,田中清隆,CX00408,美,ブラックタイド,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,8,5,ボルゲリ,牡,3,56,14,16.9,大江原哲,CX01012,美,ロードアルティマ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,9,6,タスマンハイウェイ,牡,3,56,2,1.9,新開幸一,CX01116,美,キンシャサノキセキ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,10,6,マーブルウェイ,牡,3,53,10,17.2,西園正都,CX01028,栗,ジャスタウェイ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,11,7,ビクトリージャック,牡,3,56,11,73.6,高橋義忠,CX01129,栗,ヴィクトワールピサ,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,12,7,クリノハーベスト,牡,3,52,8,140.7,高橋康之,CX01135,栗,ケイムホーム,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,13,8,アトラスエース,牡,3,56,4,252.9,伊藤伸一,CX01031,美,ワールドエース,札幌ダ1700
札幌,1,7,未勝利,ダ,,1700,良,2.02106E+17,14,8,メイショウケンジャ,牡,3,56,3,6.6,高橋亮,CX01136,栗,マジェスティックウォリアー,札幌ダ1700
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,1,1,ハイレリーフ,牝,3,52,7,15.1,菊川正達,CX01052,美,マツリダゴッホ,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,2,2,クリオズナ,牝,3,49,10,10.7,浜田多実,CX01138,栗,オルフェーヴル,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,3,3,コールザチューン,牝,5,54,9,31.4,上原博之,CX00423,美,ロードカナロア,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,4,4,ステラータ,牝,4,55,5,5.5,森秀行,CX00427,栗,ハーツクライ,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,5,5,ブレイヴガール,牝,4,55,12,19.2,吉田直弘,CX01101,栗,ケープブランコ,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,6,5,サンジョアン,牝,4,52,11,145.8,伊藤圭三,CX01023,美,ルーラーシップ,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,7,6,サノカポ,牝,3,50,8,27.2,中野栄治,CX01010,美,サウスヴィグラス,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,8,6,サツキマス,牝,4,55,2,18.4,田島俊明,CX01112,美,ノヴェリスト,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,9,7,イマジンヨウコ,牝,3,50,3,4.5,武英智,CX01161,栗,ルーラーシップ,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,10,7,ヒートライトニング,牝,4,52,6,12.2,堀井雅広,CX00436,美,アイルハヴアナザー,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,11,8,アルナージ,牝,3,52,1,3.1,昆貢,CX01044,栗,ダノンレジェンド,札幌ダ1000
札幌,1,23,1勝,ダ,,1000,良,2.02106E+17,12,8,パロットビーク,牝,3,52,4,9.3,松永幹夫,CX01092,栗,ハーツクライ,札幌ダ1000
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,1,1,サンメディル,牡,4,57,13,19.2,石坂公一,CX01166,栗,Lemon Drop Kid,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,2,2,オウケンロジータ,牝,4,55,11,16.3,藤岡健一,CX01062,栗,ルーラーシップ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,3,3,マヤローザ,牝,3,50,8,126.9,大橋勇樹,CX01065,栗,タートルボウル,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,4,3,キゾク,牡,3,54,9,49,池添兼雄,CX01021,栗,マクフィ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,5,4,ノワールフレグラン,牝,4,52,5,16.8,西村真幸,CX01148,栗,トーセンホマレボシ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,6,4,ラルフ,牡,3,54,4,6,荒川義之,CX01095,栗,アジアエクスプレス,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,7,5,サンライズボルト,牡,3,54,14,10.7,羽月友彦,CX01091,栗,ディープブリランテ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,8,5,ラレイナ,牝,3,52,7,6,木村哲也,CX01126,美,キングカメハメハ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,9,6,モズマゾク,牡,3,51,2,12.3,南井克巳,CX01049,栗,グランプリボス,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,10,6,ゴーストレート,牡,3,54,6,31.1,菊沢隆徳,CX01115,美,エイシンフラッシュ,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,11,7,ゴダイリキ,牡,3,54,1,2.6,牧浦充徳,CX01113,栗,モーリス,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,12,7,キットサクラサク,牡,4,57,10,34.6,伊坂重信,CX01177,美,トランセンド,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,13,8,ジェネシスムーン,牝,3,50,12,128,小野望,CX05688,地,タイセイレジェンド,札幌ダ1700
札幌,1,23,1勝,ダ,,1700,良,2.02106E+17,14,8,ベルゼール,牝,3,49,3,10,平田修,CX01082,栗,スクリーンヒーロー,札幌ダ1700
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,1,1,ヴィクトリアブーケ,牝,3,54,12,37.4,武藤善則,CX01064,美,スウェプトオーヴァーボード,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,2,2,ワールドクルーズ,牝,3,54,5,9.9,和田雄二,CX01143,美,ワールドエース,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,3,3,ルーマーミル,セ,3,56,7,6.3,小島茂之,CX01068,美,ブラックタイド,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,4,4,クレールジョリ,牝,3,50,11,151.2,水野貴広,CX01094,美,ダノンシャンティ,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,5,5,スノームーンライト,牡,3,56,4,57.4,高橋文雅,CX01134,美,アドマイヤムーン,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,6,5,ヤマイチキャプテン,牡,3,53,10,15,大江原哲,CX01012,美,ヘニーヒューズ,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,7,6,サザークブリッジ,牝,3,52,6,15.9,奥村豊,CX01146,栗,ダノンシャーク,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,8,6,イニシュモア,牝,3,51,3,7.5,寺島良,CX01158,栗,オルフェーヴル,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,9,7,ブルーグリッター,牡,3,56,9,10,新開幸一,CX01116,美,スウェプトオーヴァーボード,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,10,7,シュンガイト,牝,3,54,8,18,角田晃一,CX01121,栗,キンシャサノキセキ,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,11,8,ドナテッラ,牝,3,54,2,21.6,加藤征弘,CX01059,美,ロードカナロア,札幌ダ1000
札幌,2,7,未勝利,ダ,,1000,良,2.02106E+17,12,8,シャスティーナ,牝,3,54,1,2,浅見秀一,CX00411,栗,ロードカナロア,札幌ダ1000
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,1,1,トラモントガルフ,牡,3,54,13,102.7,鈴木孝志,CX01111,栗,ヴィクトワールピサ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,2,2,チュウワヴィグラス,牡,3,56,10,233,栗田徹,CX01127,美,ローズキングダム,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,3,3,ウインメイキット,牡,3,56,7,193.4,新谷功一,CX01172,栗,クリエイター2,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,4,3,デルマジュンデイ,牝,3,53,14,129.8,天間昭一,CX01090,美,スピルバーグ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,5,4,スカイトライア,牡,3,56,11,7.5,昆貢,CX01044,栗,ディープスカイ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,6,4,ショウネンジダイ,牡,3,56,5,22.8,安田翔伍,CX01164,栗,エイシンフラッシュ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,7,5,ヴェノム,牡,3,56,1,2.4,池添兼雄,CX01021,栗,リオンディーズ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,8,5,ガビーズスピリット,牡,3,56,3,7.4,牧田和弥,CX01123,栗,ベルシャザール,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,9,6,ディキシーデイズ,牡,3,56,12,21.7,藤沢和雄,CX00386,美,Le Havre,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,10,6,メイショウナリヒラ,牡,3,56,2,3.6,南井克巳,CX01049,栗,ヘニーヒューズ,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,11,7,メイショウコトダマ,牡,3,56,4,17.8,荒川義之,CX01095,栗,メイショウボーラー,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,12,7,コスモシェルパ,牡,3,56,6,28.2,宮徹,CX01018,栗,Kingman,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,13,8,ジェイエルブリッジ,牡,3,53,8,57.9,小西一男,CX00405,美,クリエイター2,札幌ダ1700
札幌,2,7,未勝利,ダ,,1700,良,2.02106E+17,14,8,ヨリクンロード,牡,3,56,9,13.4,上村洋行,CX01168,栗,Quality Road,札幌ダ1700
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,1,1,ヨドノゴールド,牡,3,51,3,2.5,西園正都,CX01028,栗,サウスヴィグラス,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,2,2,キュウドウクン,牡,5,57,12,23.1,森秀行,CX00427,栗,Into Mischief,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,3,3,ナイトコマンダー,牡,4,54,5,22.6,浅野洋一,CX00421,美,スピルバーグ,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,4,4,コーリングローリー,牡,4,57,1,10.9,小野次郎,CX01125,美,ヘニーヒューズ,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,5,5,エルズリー,牝,5,55,2,11.5,吉岡辰弥,CX01176,栗,Graydar,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,6,5,トミケンプロズバ,牡,5,57,4,56.8,古賀史生,CX00392,美,クロフネ,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,7,6,スマートエリス,牝,5,54,10,30.1,尾関知人,CX01103,美,サウスヴィグラス,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,8,6,シルヴァーメテオ,牡,7,55,7,56,加藤和宏,CX01077,美,ゴールドアリュール,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,9,7,サウンドブライアン,牡,3,52,9,8,村山明,CX01107,栗,クリーンエコロジー,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,10,7,ガビーズメモリー,牝,5,55,11,16.2,藤原辰雄,CX00435,美,アイルハヴアナザー,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,11,8,サーストンネイジュ,牝,5,55,8,5.3,橋田満,CX00362,栗,ダンカーク,札幌ダ1000
札幌,2,23,1勝,ダ,,1000,良,2.02106E+17,12,8,アイアムスゴスギル,牡,4,53,6,6.3,奥平雅士,CX01074,美,サウスヴィグラス,札幌ダ1000
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,1,1,ショウリノカンパイ,牝,3,52,10,2.8,藤原辰雄,CX00435,美,ディープブリランテ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,2,2,フームスムート,牡,4,57,5,14.9,水野貴広,CX01094,美,トゥザグローリー,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,3,3,ペイシャクェーサー,牝,3,50,2,6.5,蛯名利弘,CX01131,美,フリオーソ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,4,3,リアルシング,牡,4,57,3,11.2,池添兼雄,CX01021,栗,リアルインパクト,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,5,4,サダムラピュタ,牡,6,56,7,11.7,平田修,CX01082,栗,マンハッタンカフェ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,6,4,サトノロイヤル,牡,3,54,1,3.5,南井克巳,CX01049,栗,ヘニーヒューズ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,7,5,メリディアン,牝,4,55,4,42.6,坂口智康,CX01170,栗,ロードカナロア,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,8,5,イグナーツ,牡,5,54,9,69.7,中竹和也,CX01039,栗,ディープインパクト,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,9,6,マーチリリー,牝,3,52,12,37.6,牧浦充徳,CX01113,栗,マジェスティックウォリアー,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,10,6,イッツオーライト,セ,4,57,13,244.3,竹内正洋,CX01152,美,キングヘイロー,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,11,7,トップザビル,牝,3,52,6,8.7,武幸四郎,CX01160,栗,American Pharoah,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,12,7,エスキシータ,牝,5,52,8,39.3,吉岡辰弥,CX01176,栗,ハーツクライ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,13,8,ラレーヌデュバル,牝,4,51,11,195.6,新谷功一,CX01172,栗,キズナ,札幌ダ1700
札幌,2,23,1勝,ダ,,1700,良,2.02106E+17,14,8,キララアモーレ,牝,5,55,14,139.8,今野貞一,CX01128,栗,ヘニーヒューズ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,1,1,サウンドサンビーム,牡,4,57,10,27.4,安達昭夫,CX01042,栗,ヘニーヒューズ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,2,2,フルデプスリーダー,牡,4,57,2,1.8,斎藤誠,CX01086,美,ヘニーヒューズ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,3,3,ロンドンデリーエア,牡,4,57,5,4.4,武英智,CX01161,栗,タートルボウル,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,4,4,グリニッジシチー,セ,5,57,4,25.9,相沢郁,CX01020,美,エスポワールシチー,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,5,5,メイショウフォイル,牡,4,57,9,16.6,南井克巳,CX01049,栗,メイショウサムソン,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,6,6,ナリス,牝,5,55,6,13.3,今野貞一,CX01128,栗,ディープブリランテ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,7,7,オーバーリミット,牡,4,57,7,26,宮本博,CX01073,栗,キングカメハメハ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,8,7,ブリッツシュラーク,牡,7,57,8,139,杉山佳明,CX01178,栗,ヴィクトワールピサ,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,9,8,ペイシャキュウ,牝,5,55,1,6,蛯名利弘,CX01131,美,サウスヴィグラス,札幌ダ1700
札幌,2,43,2勝,ダ,E,1700,良,2.02106E+17,10,8,グラスデスティーノ,牡,4,57,3,17.1,牧光二,CX01106,美,ワールドエース,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,1,1,ウォリアープライド,牡,3,56,2,3.2,松永幹夫,CX01092,栗,マジェスティックウォリアー,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,2,2,メイショウケンジャ,牡,3,56,3,4.9,高橋亮,CX01136,栗,マジェスティックウォリアー,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,3,3,ラトゥールレディー,牝,3,51,9,61.6,西村真幸,CX01148,栗,キンシャサノキセキ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,4,4,バケル,牡,3,55,8,28.7,平田修,CX01082,栗,フェノーメノ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,5,4,ブラッティーキッド,牡,3,56,6,26.8,中尾秀正,CX01069,栗,シニスターミニスター,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,6,5,テキサスブロンコ,牡,3,56,13,23.7,高木登,CX01088,美,ロードカナロア,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,7,5,ヤマイチキャプテン,牡,3,53,7,51.1,大江原哲,CX01012,美,ヘニーヒューズ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,8,6,ラストストーリー,牡,3,54,10,33.8,小桧山悟,CX01005,美,モンテロッソ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,9,6,ニシノワクテカ,牡,3,56,11,6.7,的場均,CX01063,美,リオンディーズ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,10,7,ガリレオインパクト,牝,3,54,5,6.2,中内田充,CX01137,栗,ディープインパクト,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,11,7,ロンズデーライト,牡,3,56,1,4.9,池添学,CX01144,栗,ディープインパクト,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,12,8,セルヴォ,牡,3,56,4,24.5,大根田裕,CX01032,栗,フレンチデピュティ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,13,8,シルヴェラード,牡,3,56,12,144.1,田島俊明,CX01112,美,シニスターミニスター,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,1,1,メイショウムート,牡,3,52,9,37.3,渡辺薫彦,CX01155,栗,ディープスカイ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,2,2,ビクトリージャック,牡,3,55,11,153,高橋義忠,CX01129,栗,ヴィクトワールピサ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,3,3,キタノプレアー,牡,3,54,4,234.1,土田稔,CX00417,美,ラブリーデイ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,4,4,マーブルウェイ,牡,3,53,7,41.5,西園正都,CX01028,栗,ジャスタウェイ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,5,5,エアセイラン,牡,3,56,3,4.6,田中博康,CX01162,美,Air Force Blue,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,6,5,ミスズメジャー,牡,3,56,8,18.2,上村洋行,CX01168,栗,ダイワメジャー,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,7,6,ジョークラッシャー,セ,3,56,2,1.8,大久保龍,CX01058,栗,マジェスティックウォリアー,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,8,6,アブルマドール,牡,3,56,5,11.5,安田翔伍,CX01164,栗,ロードカナロア,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,9,7,ディーエスボンバー,牡,3,56,1,11.5,岡田稲男,CX01066,栗,キンシャサノキセキ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,10,7,フォトンストリーム,牡,3,56,6,355.9,浅野洋一,CX00421,美,クリエイター2,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,11,8,マイネルニゲラ,牡,3,56,12,62.5,小笠倫弘,CX01076,美,ジョーカプチーノ,札幌ダ1700
札幌,3,7,未勝利,ダ,,1700,良,2.02106E+17,12,8,メイショウシンウチ,牡,3,56,10,5.5,荒川義之,CX01095,栗,ハービンジャー,札幌ダ1700
札幌,3,15,新馬,ダ,,1000,良,2.02106E+17,1,1,ミュージアムピース,牡,2,54,6,29.1,伊藤大士,CX01109,美,ディスクリートキャット,札幌ダ1000
札幌,3,15,新馬,ダ,,1000,良,2.02106E+17,2,2,タマモベローナ,牝,2,54,3,14.3,高橋亮,CX01136,栗,マジェスティックウォリアー,札幌ダ1000
札幌,3,15,新馬,ダ,,1000,良,2.02106E+17,3,3,ニシノフウジン,牡,2,54,4,3.9,中野栄治,CX01010,美,メイショウボーラー,札幌ダ1000
札幌,3,15,新馬,ダ,,1000,良,2.02106E+17,4,4,エムティゲラン,牡,2,54,2,7.3,小野次郎,CX01125,美,バンブーエール,札幌ダ1000
札幌,3,15,新馬,ダ,,1000,良,2.02106E+17,5,5,ストリッパーズ,牝,2,54,7,15.8,武英智,CX01161,栗,フリオーソ,札幌ダ1000
