level,場所,surface,距離,距離変化区分,lead_n,first_n,win_n,LeadAdj_Raw,FirstAdj_Raw,WinAdj_Raw,LeadAdj_Prod,FirstAdj_Prod,WinAdj_Prod
COURSE,東京,ダ,2100.0,延長200-399,1451,1451,1451,-0.0028643372642584985,0.014131520808094766,-0.005930271362977871,-0.0010582185538991933,0.013052092102193193,-0.0016431872210720987
COURSE,東京,ダ,2100.0,延長400m+,342,342,342,-0.00108496349097853,-0.0027599189192295537,-0.018938037735030222,-0.00032126191680922705,-0.0020430568622868124,-0.004205720068428789
COURSE,東京,ダ,2100.0,短縮1-199,53,53,53,-0.04946850095098074,-0.07873434860517858,-0.030909791017607734,-0.006062035954686657,-0.02412092760736685,-0.0028408420646240636
COURSE,東京,ダ,2100.0,短縮200-399,274,274,274,-0.006292629858844663,-0.03458526691822328,-0.002952209417277196,-0.001750437138399429,-0.024051683085261875,-0.0006159178022847347
COURSE,東京,ダ,2100.0,短縮400m+,63,63,63,0.042774685631828485,-0.015968984289948973,-0.052772624201195634,0.005890284578809169,-0.005497519181785712,-0.005450287417500532
COURSE,東京,芝,1400.0,同距離,1526,1526,1526,0.0,0.00040361400586386154,0.0005359510744432916,0.0,0.00037418892645701865,0.00014906342763070405
COURSE,東京,芝,1400.0,延長200-399,968,968,968,0.0,-0.0003840824871428339,-0.017929111802629592,0.0,-0.0003417204481197272,-0.004785490870848927
COURSE,東京,芝,1400.0,延長400m+,54,54,54,0.0,0.0029049426379739174,-0.05106348584609455,0.0,0.0009015339221298365,-0.0047541866132570785
COURSE,東京,芝,1400.0,短縮1-199,42,42,42,0.0,0.0010930450394281976,-0.04577248055508926,0.0,0.00028338204725916234,-0.0035600818209513864
COURSE,東京,芝,1400.0,短縮200-399,985,985,985,0.0,0.00018161518956238965,0.027879924569397085,0.0,0.00016189227304882697,0.00745567213597904
COURSE,東京,芝,1400.0,短縮400m+,267,267,267,0.0,-0.0059101663749578925,-0.03212882084401381,0.0,-0.004077556646288779,-0.006649918732830765
COURSE,東京,芝,1600.0,同距離,2354,2354,2354,0.0,0.0017227966039865539,0.015094007292935377,0.0,0.0016392333087244736,0.004308564248290608
COURSE,東京,芝,1600.0,延長1-199,46,46,46,0.0,0.005993100588794764,0.03373018622980509,0.0,0.0016607387173768625,0.0028040757227187365
COURSE,東京,芝,1600.0,延長200-399,587,587,587,0.0,-0.0014545956422220563,-0.03067245061191034,0.0,-0.0012077052927642815,-0.007639913087351359
COURSE,東京,芝,1600.0,延長400m+,254,254,254,0.0,-0.00513953318163507,-0.05921743444804496,0.0,-0.003490485101966064,-0.0120651564303236
COURSE,東京,芝,1600.0,短縮200-399,765,765,765,0.0,-0.0012618474086567577,-0.004377230649990307,0.0,-0.0010907494549405872,-0.0011351123549974865
COURSE,東京,芝,1600.0,短縮400m+,375,375,375,0.0,-0.0038620032398390958,-0.018965465944107952,0.0,-0.002925760030181133,-0.004310333169115443
COURSE,東京,芝,1800.0,同距離,1298,1298,1298,-0.038714733542319746,0.2772763281122529,0.01192550874023697,-0.014175380574874764,0.253811476650003,0.0032748893536306604
COURSE,東京,芝,1800.0,延長200-399,823,823,823,-0.038714733542319746,0.2741374348908353,-0.0053091564236660005,-0.01351526010830505,0.2392525015006972,-0.001390064391307673
COURSE,東京,芝,1800.0,延長400m+,243,243,243,-0.038714733542319746,0.2736058542922738,-0.049406581782060706,-0.010366589808026114,0.18315763799730725,-0.009922148242182438
COURSE,東京,芝,1800.0,短縮200-399,927,927,927,-0.038714733542319746,0.2755992231072474,0.004850480026241666,-0.013711005919285733,0.24401191959925342,0.0012883653250217834
COURSE,東京,芝,1800.0,短縮400m+,164,164,164,-0.038714733542319746,0.2736139851850826,0.001055126538726206,-0.008942558170338646,0.15800244214913223,0.0001827895271314413
COURSE,東京,芝,2000.0,同距離,1055,1055,1055,-0.06566579052880117,0.47284422262206627,0.014038587366512839,-0.023583798811194975,0.42455374882236585,0.003781457788511756
COURSE,東京,芝,2000.0,延長200-399,826,826,826,-0.06566579052880117,0.4743786892817389,0.009525316076793647,-0.022934436776655295,0.4142038026920891,0.002495109221807046
COURSE,東京,芝,2000.0,延長400m+,282,282,282,-0.06566579052880117,0.473010630761978,-0.03275311711400883,-0.01842562480509645,0.33181342754944726,-0.006892820168769022
COURSE,東京,芝,2000.0,短縮200-399,179,179,179,-0.06566579052880117,0.4715358905549888,0.02170625132372643,-0.015724650842348375,0.28229071708810366,0.0038984136992779575
COURSE,東京,芝,2000.0,短縮400m+,170,170,170,-0.06566579052880117,0.47050040447598407,0.015265239164672859,-0.015397495710201653,0.27581058193419755,0.002684576542752813
COURSE,東京,芝,2400.0,同距離,477,477,477,-0.005275629915840657,0.0010869741024984725,0.033436543280377484,-0.0016860807168214362,0.0008684868457148599,0.008014689017457317
COURSE,東京,芝,2400.0,延長200-399,375,375,375,-0.028940200146448623,-0.02037407797897528,-0.0039638760068342604,-0.008769757620135947,-0.015434907559829758,-0.00090088091064415
COURSE,東京,芝,2400.0,延長400m+,975,975,975,0.013521338315089837,0.024755309057651553,-0.015245927288885547,0.004815819125922408,0.02204239847599111,-0.004072542221003673
COURSE,東京,芝,2400.0,短縮1-199,107,107,107,-0.01951963939878508,0.003019081108796229,-0.027889109651694076,-0.0036803549174801824,0.0014230910953356673,-0.003943790395680088
COURSE,東京,芝,2400.0,短縮200-399,109,109,109,-0.0023713928069990786,-0.08831492012138253,-0.02891800444720123,-0.000451496621769257,-0.042036359359086006,-0.004129339499665852
COURSE,東京,芝,2500.0,延長1-199,57,57,57,-0.005277277701295491,-0.03019980580405046,-0.04338310565145258,-0.0006797849242346734,-0.009725361191134893,-0.004191249190055587
COURSE,東京,芝,2500.0,延長400m+,60,60,60,-0.04211938296445338,0.008638712059235165,-0.07847082494969819,-0.005615917728593784,0.0028795706864117214,-0.007847082494969819
COURSE,東京,芝,3400.0,延長400m+,59,59,59,0.0028615452344265963,0.01109662465594674,0.006823684789786483,0.000377276354929987,0.0036575466743064677,0.0006747442501632443
COURSE,福島,ダ,1150.0,同距離,294,294,294,0.0,0.0015663104734195965,0.010073678033513722,0.0,0.0011123074376458006,0.00214613140713988
COURSE,福島,ダ,1150.0,延長1-199,253,253,253,0.0,-0.0004944095271248727,-0.008869076934085972,0.0,-0.0003353501618300075,-0.0018047263788126683
COURSE,福島,ダ,1150.0,短縮1-199,1608,1608,1608,0.0,-0.0002552332286449577,0.002116017357302935,0.0,-0.00023750869887794674,0.0005907215122470693
COURSE,福島,ダ,1150.0,短縮200-399,455,455,455,0.0,0.00039040486266306296,0.013161066835188237,0.0,0.0003089290652377281,0.0031243228226142507
COURSE,福島,ダ,1150.0,短縮400m+,207,207,207,0.0,-0.0004957915443171146,-0.04883394298590854,0.0,-0.00031384969319156795,-0.009273968989067034
COURSE,福島,ダ,1700.0,同距離,843,843,843,0.006799723476847569,0.038865166852054545,0.00999138005982432,0.0023809623638556595,0.03402215540631566,0.0026239044830005925
COURSE,福島,ダ,1700.0,延長1-199,720,720,720,-0.02406721997906385,-0.02670581254528903,0.008899051076036266,-0.008251618278536177,-0.022890696467390597,0.0022883274195521826
COURSE,福島,ダ,1700.0,延長200-399,541,541,541,0.028985254861765883,0.06753635273392178,-0.01574409946822334,0.009489272544759663,0.05527559278222645,-0.0038657599753292703
COURSE,福島,ダ,1700.0,延長400m+,279,279,279,0.031264321239574136,0.02347315698179886,-0.04437155824296015,0.008744607143700435,0.016413560897047322,-0.009308018608861565
COURSE,福島,ダ,1700.0,短縮1-199,1573,1573,1573,-0.0046554448854705804,-0.006086756092766765,0.004513411463123923,-0.0017301866048069045,-0.0056553262456716605,0.0012580501296208973
COURSE,福島,ダ,1700.0,短縮200-399,209,209,209,-0.029616130133237162,-0.056517870466398,-0.015629125425824446,-0.007525557687351449,-0.03590344962759022,-0.002978559769602409
COURSE,福島,ダ,1700.0,短縮400m+,195,195,195,-0.05729371570555958,-0.13908780792407927,-0.026891547214562023,-0.014187015317567135,-0.08610197633395383,-0.0049941444827043754
COURSE,福島,ダ,2400.0,延長400m+,81,81,81,-0.029277720087688933,-0.00740154834781015,-0.0177108572747202,-0.004719393685776723,-0.0029827135132966275,-0.0021411633421676663
COURSE,福島,芝,1200.0,同距離,2286,2286,2286,0.0,-0.00135894697221417,0.005018351806403393,0.0,-0.0012911690683630893,0.0014304179837204684
COURSE,福島,芝,1200.0,延長200-399,208,208,208,0.0,-0.002805943948120282,-0.02083298408430257,0.0,-0.001779379089051886,-0.003963348191647806
COURSE,福島,芝,1200.0,短縮200-399,693,693,693,0.0,-0.00014158125992724813,0.017670179418860926,0.0,-0.00012068365698595689,0.004518610456557425
COURSE,福島,芝,1200.0,短縮400m+,507,507,507,0.0,-0.000613823459032492,-0.0373517217568864,0.0,-0.0004963452850549816,-0.009060920062555695
COURSE,福島,芝,1800.0,同距離,828,828,828,0.03495676404222131,-0.26901444145154174,0.00028924931473657545,0.012212742880573522,-0.2349619805083086,7.579064322844444e-05
COURSE,福島,芝,1800.0,延長200-399,481,481,481,0.031971337143750944,-0.25192090260493716,0.0007889128578783822,0.010235083638032749,-0.20162055599496634,0.00018941784590990106
COURSE,福島,芝,1800.0,延長400m+,184,184,184,0.07541570124028894,-0.25690484546513415,-0.056474035709418016,0.018258538195017323,-0.15549503804468645,-0.010254495957762745
COURSE,福島,芝,1800.0,短縮200-399,422,422,422,0.011048299633035705,-0.2971894506760736,-0.009492786997281191,0.0034408726532406406,-0.2313910483123673,-0.0022173188816527654
COURSE,福島,芝,1800.0,短縮400m+,67,67,67,0.006061385860665326,-0.3053300701071012,-0.018511673606887193,0.0008686905939349238,-0.10939633527901488,-0.0019897574304729012
COURSE,福島,芝,2000.0,同距離,787,787,787,0.0016785550874631183,-0.08076949945570189,-0.01404935833887748,0.0005825900127159753,-0.07008334737776999,-0.003657170345985637
COURSE,福島,芝,2000.0,延長200-399,538,538,538,0.010542387909860534,-0.0862772481716243,-0.01565538187184584,0.003447905589972625,-0.07054279561752869,-0.0038400891095986605
COURSE,福島,芝,2000.0,延長400m+,205,205,205,0.012382989959003707,-0.0736917600960646,-0.03494996886976043,0.003124323620425551,-0.04648249482982536,-0.0066136094938162035
COURSE,福島,芝,2000.0,短縮200-399,116,116,116,-0.005320962942594272,-0.08937643741762169,0.05907862658860795,-0.0010461554260015858,-0.04393079127306829,0.008711594090184563
COURSE,福島,芝,2000.0,短縮400m+,166,166,166,-0.005424826673379485,-0.14814520148603272,0.01150903788898186,-0.0012594702486447475,-0.0859863756876973,0.0020040212827667713
COURSE,福島,芝,2600.0,同距離,195,195,195,-0.0017632042948498572,-0.01954813196780092,-0.018858391010289743,-0.00043660296824853616,-0.012101224551495808,-0.003502272616196667
COURSE,福島,芝,2600.0,延長1-199,57,57,57,0.02657687667681005,0.028150595305825088,-0.010221413952260061,0.0034234620804026506,0.009065445945943672,-0.0009874925343708871
COURSE,福島,芝,2600.0,延長200-399,202,202,202,-0.014329845574362426,0.008129691393571559,0.03346453358986258,-0.0035958121813928073,0.005099992737582158,0.0062979836507629575
COURSE,福島,芝,2600.0,延長400m+,452,452,452,-0.010102210421466612,-0.00024414979537079606,-0.016237560513353053,-0.003193146231120915,-0.00019292955857971996,-0.0038493237860326465
COURSE,阪神,ダ,1200.0,同距離,3096,3096,3096,0.0,0.00096253342070729,0.007560316824160543,0.0,0.0009266179945614956,0.0021834646350374102
COURSE,阪神,ダ,1200.0,延長1-199,100,100,100,0.0,0.002449097316185922,-0.03866707335671801,0.0,0.0011132260528117827,-0.0052727827304615464
COURSE,阪神,ダ,1200.0,延長200-399,264,264,264,0.0,0.002821024631295188,-0.03836404305368771,0.0,0.0019394544340154418,-0.00791258387982309
COURSE,阪神,ダ,1200.0,短縮200-399,1041,1041,1041,0.0,0.001980737839181179,0.004339650946836263,0.0,0.0017760104139428144,0.0011673324639939404
COURSE,阪神,ダ,1200.0,短縮400m+,391,391,391,0.0,0.001122965931231068,-0.02774635724418604,0.0,0.0008592557321161401,-0.006369173590495152
COURSE,阪神,ダ,1400.0,同距離,3009,3009,3009,0.0,0.0005938339928714953,0.01815354903560068,0.0,0.0005710599183606038,0.005237203168563993
COURSE,阪神,ダ,1400.0,延長200-399,1197,1197,1197,0.0,0.0012227718960768907,-0.015622316350696566,0.0,0.0011113576003067868,-0.004259661200861911
COURSE,阪神,ダ,1400.0,延長400m+,47,47,47,0.0,0.004012988724047872,-0.04697729955338413,0.0,0.0011294040121571857,-0.003966346848519258
COURSE,阪神,ダ,1400.0,短縮200-399,792,792,792,0.0,0.0007219354773206899,-0.005122582166751849,0.0,0.0006269439671469149,-0.0013345674592327185
COURSE,阪神,ダ,1400.0,短縮400m+,791,791,791,0.0,0.0004109351004752959,-0.030327220203248295,0.0,0.0003568053397101636,-0.007899724867432295
COURSE,阪神,ダ,1800.0,同距離,4735,4735,4735,0.0026559724693341613,0.008208054185682934,0.01852396781447499,0.001036130145606365,0.008005177460187167,0.005419834455295926
COURSE,阪神,ダ,1800.0,延長1-199,772,772,772,0.029647946031879646,0.04189668744399644,-0.009183655386142173,0.01026377324511708,0.03626036177888481,-0.002384455815505075
COURSE,阪神,ダ,1800.0,延長200-399,416,416,416,0.03530258931605661,-0.002325405686401827,-0.007938139244252976,0.010959609817522052,-0.0018047924730282836,-0.0018482831673186032
COURSE,阪神,ダ,1800.0,延長400m+,816,816,816,0.009284489768545304,-0.002352114564920682,-0.05073602763037666,0.003237668226979901,-0.0020505614155718766,-0.013269422611021587
COURSE,阪神,ダ,1800.0,短縮1-199,442,442,442,-0.005138587154531624,-0.028953967389907076,0.012989462565701784,-0.0016165519731693792,-0.022771625598467845,0.0030647735519787485
COURSE,阪神,ダ,1800.0,短縮200-399,716,716,716,-0.012425171749693278,-0.0501595959941365,-0.008206725406693885,-0.004256661709464301,-0.04295965398540877,-0.0021086179633467064
COURSE,阪神,ダ,1800.0,短縮400m+,145,145,145,-0.02010191996776302,-0.07400374567458928,0.014409340861847822,-0.004399665502378321,-0.04049261555779413,0.002365306896190114
COURSE,阪神,ダ,2000.0,同距離,276,276,276,0.007169287696577237,0.006933631116245564,0.04140649090348443,0.0019987105093488057,0.004832530777989333,0.008657720825274016
COURSE,阪神,ダ,2000.0,延長1-199,255,255,255,0.0025657071339173915,0.011537689201761459,0.012335732165206503,0.0006978723404255306,0.007845628657197793,0.002516489361702127
COURSE,阪神,ダ,2000.0,延長200-399,722,722,722,-0.013305239582719397,-0.0057050890822420985,-0.013914878882536688,-0.004563602365189266,-0.004892012253418996,-0.003579528225602668
COURSE,阪神,ダ,2000.0,短縮1-199,106,106,106,0.014552388598956245,-0.02577063500167931,-0.0063102167804094805,0.002730182639804181,-0.012087111991938083,-0.0008878977593673517
COURSE,阪神,ダ,2000.0,短縮400m+,76,76,76,0.02547592385218364,-0.0369392654168339,-0.029150335946248607,0.003951367781155014,-0.014323388631017226,-0.003390957446808511
COURSE,阪神,芝,1200.0,同距離,1001,1001,1001,0.0,0.006052082009992743,0.00901217076085227,0.0,0.005404223097237052,0.0024142327203246538
COURSE,阪神,芝,1200.0,延長200-399,45,45,45,0.0,8.895940351427711e-05,-0.046687684939003424,0.0,2.4261655503893756e-05,-0.003819901495009371
COURSE,阪神,芝,1200.0,短縮200-399,322,322,322,0.0,0.009403027552985721,0.008729844391569375,0.0,0.006850169393804077,0.0019079252674787364
COURSE,阪神,芝,1200.0,短縮400m+,118,118,118,0.0,0.008645771392528978,-0.018062449534107003,0.0,0.004286558925707644,-0.0026865996365856635
COURSE,阪神,芝,1400.0,同距離,989,989,989,0.0,0.0046512334991275495,0.020407884411928895,0.0,0.004147944031232774,0.005459891167736071
COURSE,阪神,芝,1400.0,延長200-399,603,603,603,0.0,0.005513832874290525,-0.028122634547034293,0.0,0.004598673891005791,-0.007036493208241361
COURSE,阪神,芝,1400.0,短縮200-399,543,543,543,0.0,0.0015674145899500225,0.015132544438333534,0.0,0.0012837196415427785,0.0037180867104140763
COURSE,阪神,芝,1400.0,短縮400m+,164,164,164,0.0,-0.0007458455900704042,-0.020801516559735014,0.0,-0.000430699566096994,-0.003603643009644235
COURSE,阪神,芝,1600.0,同距離,1697,1697,1697,0.0,0.0010047882715884526,0.02049711508123088,0.0,0.0009384291122100188,0.005743027676309654
COURSE,阪神,芝,1600.0,延長200-399,696,696,696,0.0,-0.0013449890927283992,-0.0433562705418091,0.0,-0.0011471965790918698,-0.011094104520992328
COURSE,阪神,芝,1600.0,延長400m+,217,217,217,0.0,-0.0013954200875416767,-0.04731569635885449,0.0,-0.0008985345964289135,-0.009140213154188212
COURSE,阪神,芝,1600.0,短縮200-399,651,651,651,0.0,-0.0006015992882992816,0.01720043267340357,0.0,-0.0005079651578246852,0.004356996758904951
COURSE,阪神,芝,1600.0,短縮400m+,269,269,269,0.0,-0.0017484846415840583,-0.011768439921803125,0.0,-0.0012091063459797214,-0.002441421855242962
COURSE,阪神,芝,1800.0,同距離,806,806,806,-0.038714733542319746,0.28360816112712606,0.0334493648731691,-0.013479082174993398,0.24685548365924795,0.008734402188263811
COURSE,阪神,芝,1800.0,延長200-399,515,515,515,-0.038714733542319746,0.27921322257028536,0.0013984843412362669,-0.012559425369634437,0.22644851909243616,0.00034026115074173736
COURSE,阪神,芝,1800.0,延長400m+,204,204,204,-0.038714733542319746,0.274009553167314,-0.053703362222632,-0.009750377336584234,0.17252453347571622,-0.01014396841983049
COURSE,阪神,芝,1800.0,短縮200-399,594,594,594,-0.038714733542319746,0.28342739406900297,0.0009114129803785009,-0.012883222254419008,0.23579253792295207,0.0002274702984642141
COURSE,阪神,芝,1800.0,短縮400m+,104,104,104,-0.038714733542319746,0.27624351674302294,-0.001290089221123697,-0.00718987908643081,0.12825591848783208,-0.00017969099865651494
COURSE,阪神,芝,2000.0,同距離,1058,1058,1058,0.02412626996269221,-0.07569593534612473,0.016610730102068608,0.00866743416656311,-0.06798497419032255,0.004475590606448706
COURSE,阪神,芝,2000.0,延長200-399,688,688,688,0.01718304668050115,-0.08099988124635826,0.006903406059337702,0.005852443621873659,-0.0689701959127407,0.0017634443201080467
COURSE,阪神,芝,2000.0,延長400m+,274,274,274,0.05842180071207474,-0.07612326950015713,-0.027757517383201764,0.01625134354833348,-0.05293851736812958,-0.005791035352536002
COURSE,阪神,芝,2000.0,短縮200-399,182,182,182,0.03872981386680323,-0.10559804605823375,0.02554319650145373,0.009336193541401572,-0.06363855755827331,0.004618074599269449
COURSE,阪神,芝,2000.0,短縮400m+,159,159,159,-0.0279299414721974,-0.1522246652097336,0.015487214747358771,-0.006366825367855752,-0.08675169092597722,0.0026478141342258545
COURSE,阪神,芝,2200.0,同距離,124,124,124,0.0012954419173789034,-0.01928043900318055,0.018392153679991502,0.00026333573402456396,-0.009798255886862247,0.0028040496594085402
COURSE,阪神,芝,2200.0,延長200-399,290,290,290,0.017202004764987358,0.02653442388862226,0.021617960131604413,0.004866908665215936,0.01876825104317184,0.004587225686462399
COURSE,阪神,芝,2200.0,延長400m+,161,161,161,-0.004815557882260443,0.02831265674965422,-0.028692598874606776,-0.001103636753087447,0.016221842479339253,-0.004931859521863016
COURSE,阪神,芝,2200.0,短縮200-399,141,141,141,-0.008427733557340833,-0.03605830529240689,-0.00036785547123247,-0.0018211654123908927,-0.019479774123484183,-5.961795568250375e-05
COURSE,阪神,芝,2200.0,短縮400m+,50,50,50,-0.019349719372943677,-0.06615653373387687,-0.03838203986839559,-0.0022764375732874918,-0.01945780403937555,-0.00338665057662314
COURSE,阪神,芝,2400.0,同距離,175,175,175,-0.01636877157502005,-0.015136836073666227,0.05889326685030859,-0.0038841152889878086,-0.00897947902675115,0.0104810051174278
COURSE,阪神,芝,2400.0,延長200-399,186,186,186,0.022586681573981485,0.03312392449293611,-0.0033187147165116837,0.005491663755242557,0.02013415018198077,-0.0006051773894815423
COURSE,阪神,芝,2400.0,延長400m+,450,450,450,0.019504244297995826,-0.001894788024195293,-0.006186098229056483,0.006159235041472366,-0.001495885282259442,-0.0014651285279344303
COURSE,阪神,芝,2400.0,短縮200-399,91,91,91,-0.01900613421238269,-0.050061267025892864,0.03691524487228662,-0.0032787833427996675,-0.021590404262351898,0.004776237843665519
COURSE,阪神,芝,2600.0,延長200-399,42,42,42,-0.00725770978935536,0.019317584123189846,0.08626981411791537,-0.000752651385562778,0.005008262550456627,0.006709874431393418
COURSE,阪神,芝,2600.0,延長400m+,79,79,79,-0.015395141977420451,-0.038611519624177915,-0.004447485460143688,-0.0024446557109873684,-0.015328191207588217,-0.0005296754040472634
COURSE,阪神,芝,3000.0,延長400m+,127,127,127,0.023059617547806527,0.005402492303934747,0.01804274465691788,0.004742625795257374,0.0027777996866385135,0.002783111625216888
SURFACE_DISTANCE,,ダ,1000.0,同距離,1915,1915,1915,0.0,0.0011452014926744969,0.013061424764834226,0.0,0.0009900951956982671,0.003387714910788832
SURFACE_DISTANCE,,ダ,1000.0,短縮1-199,214,214,214,0.0,-0.002033212843288501,-0.016557178978363854,0.0,-0.0008465127402018274,-0.0020680367517722947
SURFACE_DISTANCE,,ダ,1000.0,短縮200-399,1813,1813,1813,0.0,-0.0005439894033689718,-0.006412378446380401,0.0,-0.00046675475073731465,-0.0016505880913328442
SURFACE_DISTANCE,,ダ,1000.0,短縮400m+,730,730,730,0.0,-0.0010571240023296014,-0.013484589041095896,0.0,-0.0007492238074763195,-0.002867111650485438
SURFACE_DISTANCE,,ダ,1150.0,同距離,294,294,294,0.0,0.0015663104734195965,0.010073678033513722,0.0,0.0007752445777531337,0.0014957885564914316
SURFACE_DISTANCE,,ダ,1150.0,延長1-199,253,253,253,0.0,-0.0004944095271248727,-0.008869076934085972,0.0,-0.00022619459378407379,-0.0012172928377886534
SURFACE_DISTANCE,,ダ,1150.0,短縮1-199,1608,1608,1608,0.0,-0.0002552332286449577,0.002116017357302935,0.0,-0.00021510221785172535,0.000534993067695459
SURFACE_DISTANCE,,ダ,1150.0,短縮200-399,455,455,455,0.0,0.00039040486266306296,0.013161066835188237,0.0,0.00023527710266449487,0.0023794511562956213
SURFACE_DISTANCE,,ダ,1150.0,短縮400m+,207,207,207,0.0,-0.0004957915443171146,-0.04883394298590854,0.0,-0.0002024237666146799,-0.005981435620167495
SURFACE_DISTANCE,,ダ,1200.0,同距離,15188,15188,15188,0.0,-3.0675632312293644e-05,0.007972378842386552,0.0,-3.0081450384756964e-05,0.0023453865545874277
SURFACE_DISTANCE,,ダ,1200.0,延長1-199,1303,1303,1303,0.0,8.472177529461611e-05,-0.014177434062780943,0.0,6.886617168364616e-05,-0.00345724203065569
SURFACE_DISTANCE,,ダ,1200.0,延長200-399,1361,1361,1361,0.0,0.0014834691000067401,-0.017969057192133146,0.0,0.0012155336815828858,-0.004417077695092091
SURFACE_DISTANCE,,ダ,1200.0,短縮1-199,667,667,667,0.0,-0.00174532994570753,-0.0027000568649638845,0.0,-0.001203862537525256,-0.0005587191092857014
SURFACE_DISTANCE,,ダ,1200.0,短縮200-399,5111,5111,5111,0.0,0.00017267457155756283,0.0015735840488777658,0.0,0.00016310104143979,0.0004459021293927699
SURFACE_DISTANCE,,ダ,1200.0,短縮400m+,2598,2598,2598,0.0,-0.0005319080354890815,-0.032485395142707235,0.0,-0.0004768450918566714,-0.008736755339622504
SURFACE_DISTANCE,,ダ,1300.0,同距離,212,212,212,0.0,-0.00044100523131063163,0.018101960480133406,0.0,-0.0001826037285895584,0.0022486029033915713
SURFACE_DISTANCE,,ダ,1300.0,延長1-199,1028,1028,1028,0.0,-0.0003163566029726894,-0.0016286026209604842,0.0,-0.00024489050290355777,-0.000378208620711004
SURFACE_DISTANCE,,ダ,1300.0,短縮1-199,426,426,426,0.0,0.0008918400442001762,-0.0010760003667086432,0.0,0.0005233111003158058,-0.0001894116348007777
SURFACE_DISTANCE,,ダ,1300.0,短縮200-399,117,117,117,0.0,-0.00013462686796561485,0.01866638557286039,0.0,-3.777300611984877e-05,0.0015711993611688244
SURFACE_DISTANCE,,ダ,1300.0,短縮400m+,135,135,135,0.0,-5.167088757374039e-05,-0.01495184804537323,0.0,-1.6035792695298743e-05,-0.0013920686111209557
SURFACE_DISTANCE,,ダ,1400.0,同距離,10058,10058,10058,0.0,0.00013296842177634716,0.01943749464029254,0.0,0.0001291172413812029,0.005662357243446487
SURFACE_DISTANCE,,ダ,1400.0,延長1-199,466,466,466,0.0,-0.0026687073535940353,-0.0038762128946315116,0.0,-0.0016235217059723506,-0.0007074341549209992
SURFACE_DISTANCE,,ダ,1400.0,延長200-399,5313,5313,5313,0.0,0.000125370772672051,-0.02176415315614893,0.0,0.00011867003655916745,-0.0061802750250464595
SURFACE_DISTANCE,,ダ,1400.0,延長400m+,182,182,182,0.0,0.00394269297921368,-0.04078136782553751,0.0,0.0014887346933960368,-0.004619632122975826
SURFACE_DISTANCE,,ダ,1400.0,短縮200-399,3144,3144,3144,0.0,-0.0004445318787142938,-0.004004531430380501,0.0,-0.00040580958962768286,-0.0010967113952191894
SURFACE_DISTANCE,,ダ,1400.0,短縮400m+,2531,2531,2531,0.0,-0.00012984092842005523,-0.023607510469933812,0.0,-0.00011608173430984098,-0.006331749452426968
SURFACE_DISTANCE,,ダ,1600.0,同距離,2987,2987,2987,0.0,-0.00046140784771653287,0.013900972383402543,0.0,-0.0004192957837326692,0.003789674886756014
SURFACE_DISTANCE,,ダ,1600.0,延長200-399,1330,1330,1330,0.0,5.615703545758244e-05,-0.021339958870074296,0.0,4.5821384759867874e-05,-0.005223707723410824
SURFACE_DISTANCE,,ダ,1600.0,延長400m+,506,506,506,0.0,0.001444587775503825,-0.04574484460219115,0.0,0.0009069000178721285,-0.008615468251380418
SURFACE_DISTANCE,,ダ,1600.0,短縮1-199,586,586,586,0.0,-0.00034930206017813603,-0.019972205014445465,0.0,-0.00023102822490337214,-0.003962882213927215
SURFACE_DISTANCE,,ダ,1600.0,短縮200-399,2906,2906,2906,0.0,0.00038923668584311955,0.00762163989628413,0.0,0.0003528140390081427,0.0020725345170244866
SURFACE_DISTANCE,,ダ,1600.0,短縮400m+,450,450,450,0.0,-0.0009425719344491323,-0.002793592955287333,0.0,-0.0005655431606694794,-0.0005028467319517199
SURFACE_DISTANCE,,ダ,1700.0,同距離,5767,5767,5767,0.0010168310391817231,0.0091105807108115,0.006198580968335365,0.0003866203792952693,0.008660082241511442,0.0017676223723944314
SURFACE_DISTANCE,,ダ,1700.0,延長1-199,1478,1478,1478,-0.009755462348632338,-0.017774035917583197,0.005439045061903056,-0.003243773532346141,-0.014775042230701892,0.0013563962769672748
SURFACE_DISTANCE,,ダ,1700.0,延長200-399,1768,1768,1768,0.020081849905300153,0.04511044019950816,-0.0034752576218018416,0.006867448865100711,0.038566372472306786,-0.000891332999324805
SURFACE_DISTANCE,,ダ,1700.0,延長400m+,1174,1174,1174,0.03038810843282333,0.03290383085303983,-0.03215953306176423,0.009681313242913051,0.026206986038988304,-0.0076842520653686314
SURFACE_DISTANCE,,ダ,1700.0,短縮1-199,4743,4743,4743,-0.0020479283914610624,-0.003758411552742591,0.0026450978818553655,-0.0007704401634503128,-0.003534829663822746,0.0007463235724949434
SURFACE_DISTANCE,,ダ,1700.0,短縮200-399,880,880,880,-0.027223785635629508,-0.05794642728969163,-0.004863575186590002,-0.008120993681136938,-0.043214284758414094,-0.0010881219061523394
SURFACE_DISTANCE,,ダ,1700.0,短縮400m+,536,536,536,-0.05402161467226452,-0.14148516335386874,-0.01520957247288579,-0.013854347112121426,-0.09071297554745651,-0.002925477576124444
SURFACE_DISTANCE,,ダ,1800.0,同距離,19243,19243,19243,0.00023364316580816447,0.0068260520216550935,0.011019303821956913,9.202262579228386e-05,0.006721266901330858,0.0032550447236235516
